phone,website,location,moreInfoLink,name,startDate,venue,price,description,endDate
602-495-1999,http://www.phoenixsymphony.org,"75 N. Second St. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Piano_Concerto_Festival:_Grieg_Piano_Concerto_in_A_Minor_457114530500,Piano Concerto Festival: Grieg Piano Concerto in A Minor,05/05/2011,Symphony Hall,$18 - $78,"The Phoenix Symphony's Piano Concerto Festival kicks off with Norwegian composer Edvard Grieg's best known work, the dynamic Piano Concerto in A Minor, along with incidental music composed by Grieg for the play ""Peer Gynt.""",
602-495-1999,http://www.phoenixsymphony.org,"75 N. Second St. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Piano_Concerto_Festival_800676505919,Piano Concerto Festival,05/06/2011,Symphony Hall,$18 - $38,This one-hour program features selections from Edvard Grieg's Piano Concerto in A Minor and Tchaikovsky’s Piano Concerto No. 1.,
602-264-5328,http://www.boyschoir.org,"4710 N. Fifth St. Phoenix, AZ, 85012",http://www.azcentral.com/thingstodo/music/Phoenix_Boys_Choir:_&quot;The_Great_American_Songbook&quot;_223499326057,"Phoenix Boys Choir: ""The Great American Songbook""",05/06/2011,Xavier College Preparatory,$15 - $25,"The choir presents a salute to the great American songwriters, covering six decades of America’s most popular jazz, blues, Broadway, folk, rock and Motown songs. The concert kicks off with the music of Cole Porter, Irving Berlin and George and Ira Gershwin, and leads into works of Richard Rogers, Leonard Bernstein and Stephen Sondheim. The shows goes on to include songs by Bill Haley, Billy Joel, Duke Ellington and Paul Simon.",
602-495-1999,http://www.phoenixsymphony.org,"75 N. Second St. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Piano_Concerto_Festival:_Tchaikovsky_Piano_Concerto_No._1_682142696419,Piano Concerto Festival: Tchaikovsky Piano Concerto No. 1,05/07/2011,Symphony Hall,$18 - $78,"The Phoenix Symphony presents Tchaikovsky’s acclaimed Piano Concerto No. 1, paired with the composer’s ""Serenade for Strings"" and Voyevoda, op. 78.",
602-992-7095,http://www.northvalleychorale.org,"100 W. Roosevelt St. Phoenix, AZ, 85003",http://www.azcentral.com/thingstodo/music/North_Valley_Chorale:_&quot;Peace_Offerings&quot;_954372210664,"North Valley Chorale: ""Peace Offerings""",05/07/2011,Trinity Episcopal Cathedral,$15 - $20,"The chorale performs its final concert of the season, singing ""Dona Nobis Pacem"" by Vaughan Williams, accompanied by psalms, songs and poems of peace.",
602-787-7738,http://www.pvc.maricopa.edu,"18401 N. 32nd St. Phoenix, AZ, 85032",http://www.azcentral.com/thingstodo/music/Paradise_on_Broadway:_A_Musical_Revue_324928305600,Paradise on Broadway: A Musical Revue,05/07/2011,Paradise Valley Community College,$4 - $10,"Students in the college's Musical Theater Workshop sing some of the most famous hits from Broadway, Hollywood and television. The performance is in the Studio Theatre, M-East building.",
480-834-9120,,"2130 E. University Drive Mesa, AZ, 85213",http://www.azcentral.com/thingstodo/music/&quot;Mother's_Day_at_the_Opera&quot;_678141009041,"""Mother's Day at the Opera""",05/07/2011,Trinity Baptist Church,$19,Celebrate Mother's Day with operatic selections courtesy of the Symphony of Southwest.,
602-495-1999,http://www.phoenixsymphony.org,"75 N. Second St. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Piano_Concerto_Festival:_Beethoven_Emperor_Concerto_352951563571,Piano Concerto Festival: Beethoven Emperor Concerto,05/14/2011,Symphony Hall,$18 - $78,"The Phoenix Symphony presents Beethoven’s celebrated Piano Concerto No. 5, the composer's final piano concerto, often referred to as the ""Emperor Concerto."" The piece is paired with English composer Edward Elgar's Introduction and Allegro for Strings, Op. 47. The finale performance of the Symphony's Piano Concerto Festival, this concert includes a world premiere commission by Canadian composer Marjan Mozetich.",
602-667-0330 602-956-4262,,"2515 E. Camelback Road Phoenix, AZ, 85016",http://www.azcentral.com/thingstodo/music/The_Met:_&quot;Live_in_HD&quot;_series:_&quot;Die_Walküre&quot;_271503330461,"The Met: ""Live in HD"" series: ""Die Walküre""",05/14/2011,AMC Theatres Esplanade 14,$18 - $22,,
602-956-4262 480-705-4727,,"4915 E. Ray Road Phoenix, AZ, 85044",http://www.azcentral.com/thingstodo/music/The_Met:_&quot;Live_in_HD&quot;_series:_&quot;Die_Walküre&quot;_758135753085,"The Met: ""Live in HD"" series: ""Die Walküre""",05/14/2011,AMC Ahwatukee 24,$18 - $22,,
480-733-2843,,"1051 N. Dobson Road Mesa, AZ, 85201",http://www.azcentral.com/thingstodo/music/The_Met:_&quot;Live_in_HD&quot;_series:_&quot;_Die_Walküre&quot;_316182383071,"The Met: ""Live in HD"" series: "" Die Walküre""",05/14/2011,Cinemark Mesa 16 Theatre,$16 - $24,,
602-956-4262,,"9400 W. Hanna Lane Glendale, AZ, 85305",http://www.azcentral.com/thingstodo/music/The_Met:_&quot;Live_in_HD&quot;_series:_&quot;_Die_Walküre&quot;_760392287987,"The Met: ""Live in HD"" series: "" Die Walküre""",05/14/2011,AMC Westgate 20,$18 - $22,,
480-503-1680,,"1645 S. Stapley Drive Mesa, AZ, 85204",http://www.azcentral.com/thingstodo/music/The_Met:_&quot;Live_in_HD&quot;_series:_&quot;Die_Walküre&quot;_333585645661,"The Met: ""Live in HD"" series: ""Die Walküre""",05/14/2011,AMC Mesa Grand 24,$18 - $22,,
602-956-4AMC 480-606-0806,,"21001 N. Tatum Blvd. Phoenix, AZ, 85050",http://www.azcentral.com/thingstodo/music/The_Met:_&quot;Live_in_HD&quot;_series:_&quot;_Die_Walküre&quot;_994365275644,"The Met: ""Live in HD"" series: "" Die Walküre""",05/14/2011,AMC Desert Ridge 18,$18 - $22,,
602-495-1999,http://www.phoenixsymphony.org,"75 N. Second St. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Piano_Concerto_Festival:_Rachmaninoff_Piano_Concerto_No._2_178999563193,Piano Concerto Festival: Rachmaninoff Piano Concerto No. 2,05/12/2011,Symphony Hall,$18 - $78,"The Phoenix Symphony continues its Piano Concerto Festival with the music of legendary composer Sergei Rachmaninoff. Led by conductor Michael Christie, the Symphony performs the composer's Piano Concerto No. 2, paired with ""The Rock"" Fantasy, op. 7 and the ""Spring"" Cantata, op. 20.",05/15/2011
623-465-4650,http://www.promusicaaz.org,"40404 N. Gavilan Peak Parkway Anthem, AZ, 85086",http://www.azcentral.com/thingstodo/music/ProMusica_Arizona_Chorale_and_Orchestra:_&quot;Let_Freedom_Ring&quot;_176901038062,"ProMusica Arizona Chorale and Orchestra: ""Let Freedom Ring""",05/14/2011,Boulder Creek High School,$5 - $35,"The chorale and orchestra pay tribute to America and the Armed Forces with a concert that includes ""The Battle Hymn of the Republic"" and Aaron Copland’s ""Canticle of Freedom."" The Youth Choir also joins the chorale and orchestra for patriotic music and American folk tunes.",05/15/2011
602-495-1999,http://www.phoenixsymphony.org,"75 N. Second St. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Red_Violin_Concerto_221554861982,Red Violin Concerto,05/19/2011,Symphony Hall,$18 - $78,"Phoenix Symphony concertmaster Steven Moeckel performs selections from John Corigliano’s Oscar-winning score from the 1998 film, ""The Red Violin."" The concert includes John Williams' theme from ""Schindler’s List,"" as well as selections from Mendelssohn’s ""A Midsummer Night’s Dream.""",05/21/2011
480-585-9448,,"25150 N. Pima Road Scottsdale, AZ, 85255",http://www.azcentral.com/thingstodo/music/Pinnacle_Concert_Series:_Phoenix_Children’s_Chorus_206578210654,Pinnacle Concert Series: Phoenix Children’s Chorus,05/21/2011,Pinnacle Presbyterian Church,$5 - $40,This 300-member children's chorus performs an evening of classic and contemporary classical works. The evening features singers ranging in age from 7 to 18.,
602-254-7126,http://www.trinitycathedral.com,"100 W. Roosevelt St. Phoenix, AZ, 85003",http://www.azcentral.com/thingstodo/music/Phillip_Smith_Organ_Concert_870253097516,Phillip Smith Organ Concert,05/27/2011,Trinity Episcopal Cathedral,Free,"This free performance features a performance by acclaimed organist Philip Smith, who has performed throughout Scandinavia, England, Germany and the U.S., and serves as the organ curator of the Walt Disney Concert Hall in Los Angeles.",
602-495-1999,,"75 N. Second St. , Phoenix, AZ 85004",http://www.azcentral.com/thingstodo/music/&quot;Boogie_Woogie_Pops_193's_&amp;_1940s:_Music_of_the_Greatest_Generation&quot;_229443394606,"""Boogie Woogie Pops 193's & 1940s: Music of the Greatest Generation""",05/27/2011,Symphony Hall,,,05/28/2011
602-495-1999,,"75 N. Second St. , Phoenix, AZ 85004",http://www.azcentral.com/thingstodo/music/&quot;Live_&amp;_Let_Die:_The_Music_of_Paul_McCartney&quot;_764364294208,"""Live & Let Die: The Music of Paul McCartney""",06/10/2011,Symphony Hall,,,06/11/2011
602-254-7126,http://www.trinitycathedral.com,"100 W. Roosevelt St. Phoenix, AZ, 85003",http://www.azcentral.com/thingstodo/music/Solemn_Evensong_549806343251,Solemn Evensong,06/19/2011,Trinity Episcopal Cathedral,Free,The Cathedral Choir performs Solemn Evensong in celebration of Trinity Sunday. Solemn Evensong is a long-standing tradition in the Anglican church. The performance is followed by a reception in the Olney Gallery.,
480-350-2822,http://www.tempe.gov/tca,"700 W. Rio Salado Parkway Tempe, AZ, 85281",http://www.azcentral.com/thingstodo/music/Lynne_Aspnes_and_John_Wickey_188106740720,Lynne Aspnes and John Wickey,,Tempe Center for the Arts,Free,"Duo harpists Lynne Aspnes and John Wickey perform selections from Bach, Mendelssohn and Ravel. Part of the “Performance with A View” series which offers informative, entertaining and informal performances by guest artists from a variety of artistic disciplines. Held in the Lakeside Room.",
480-967-4777,http://www.myspace.com/thebluntclub,"29 W. Southern Ave. Tempe, AZ, 85282",http://www.azcentral.com/thingstodo/music/Blunt_Club_687907906050,Blunt Club,,Yucca Tap Room,"No cover, menu items vary","Presented by Dumperfoo and Doug the Professional, this weekly hip-hop night is now in its ninth year and has attracted a devoted following. The Blunt Club decided to leave their Club Red home after two years in 2010, but they're still spinning some of the best hip-hop, funk, drum and bass, dubstep and glitch-hop. Over the years, the weekly dance night has attracted guest DJs from around the country, including Afrika Bambaataa, DJ Joe Nice and Public Enemy.",
602-252-0472,,"1502 N.W. Grand Ave. Phoenix, AZ, 85007",http://www.azcentral.com/thingstodo/music/DJ_Top_Cat_539547394997,DJ Top Cat,,Bikini Lounge,Free; drink prices vary,The oldest tiki bar in Phoenix since the mid '40s brings DJ Top Cat to spin an eclectic mix of ska/punk/psychobilly/spy surf and plain old rock and roll every Sunday and Wednesday night. Find a booth and hide away with drink specials and other stranded castaways.,
602-266-0015,http://facebook.com/obscuraaz,"3045 N. 16th St. Phoenix, AZ, 85016",http://www.azcentral.com/thingstodo/music/Obscura_652552854876,Obscura,,Rips,$5,"Resident DJs Roya and Funkfinger entertain by spinning Britpop, indie, '80s new wave and mod tunes. The dance party highlights upcoming CD releases. Drink specials include $3 well drinks and $2 house pints. Age 21 and older.",
480-966-9829,http://www.azsalsa.net,"3231 S. Mill Ave. Tempe, AZ, 85282",http://www.azcentral.com/thingstodo/music/Noche_de_Salsa_951097873831,Noche de Salsa,,The Olive Branch Mediterranean Restaurant,$7 - $8,Features salsa lessons at 9 p.m. and open salsa dancing with guest DJs spinning music at 10 p.m.,
480-970-1112,http://www.axis-radius.com,"7340 E. Indian Plaza Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/DJ_Swerve_and_DJ_Phantom_975310602108,DJ Swerve and DJ Phantom,,Axis/Radius,$10,"Drink specials: $2 Vodka Socko, wells and Anheiser Bush.",
480-478-6000,,"4725 E. Mayo Blvd. Phoenix, AZ, 85050",http://www.azcentral.com/thingstodo/music/Tim_Eriksen_198699708654,Tim Eriksen,02/27/2011,MIM Music Theater,$25 - $30,"Regarded as one of the finest ballad singers working today, Eriksen combines the sounds of Americana, Appalachia and Irish folk songs with classic punk rock, wrapping them up with his distinctive voice and arrangements for fiddle, banjo, guitar and bajo sexto. The Massachusetts native is also a member of the punk-folk band Cordelia's Dad, which has toured with groups such as Nirvana, Uncle Tupelo, and Weezer.",
480-970-1112,http://www.axis-radius.com,"7340 E. Indian Plaza Scottsdale, AZ, 85251",http://www.azcentral.com/thingstodo/music/Axis/Radius_355634466610,Axis/Radius,,Axis/Radius,$10,"The bilevel clubs joined by a glass catwalk complement each other in sound and energy. Radius offers techno and Top 40, while the more subdued Axis concentrates on a broad selection of sounds. Axis/Radius also offers exotic food and drinks, a cigar bar and the Amber Lounge VIP club. Special events and Ladies' Night on Thursdays also are featured.",
480-303-2474,http://www.pinnacleconcerts.org,"25150 N. Pima Road Scottsdale, AZ, 85255",http://www.azcentral.com/thingstodo/music/Pinnacle_Concert_Series:_&quot;Time_Out_for_the_Arts:_Way_Over_in_Beulah_Lan’&quot;_672257420952,"Pinnacle Concert Series: ""Time Out for the Arts: Way Over in Beulah Lan’""",02/28/2011,Pinnacle Presbyterian Church,Free,Mezzo-soprano Jennifer Allen and Pinnacle Presbyterian Church's music director Brent Hylton present this exploration of the spirituals and folk songs sung by African slaves.,
602-229-1110,http://www.myspace.com/skysaturday,"132 E. Washington St. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Sky_Lounge_506457486940,Sky Lounge,,Sky Lounge,,"Sky is known for staying open past normal bar and club hours, as well as being party central to those who want to dance to hip hop, Latin- and Spanish-inspired music.",
623-935-6384,http://www.westvalleyarts.org,"13243 N. Founders Park Blvd. Surprise, AZ, 85379",http://www.azcentral.com/thingstodo/music/West_Valley_Arts_Council:_The_Expedition_Show_498108625223,West Valley Arts Council: The Expedition Show,03/06/2011,Marley Park Heritage Pool House,$2 - $10,"Blending tight vocal harmonies and lighting-fast picking, this award-winning Tennessee group performs their down-home bluegrass tunes, accompanied by the humor of Grammy-winning banjo player Blake Williams.",
602-253-8300,,"136 E. Washington St. Phoenix, AZ, 85006",http://www.azcentral.com/thingstodo/music/Retro_Nights_527783015023,Retro Nights,01/31/2008,Club Silver,$10,Features music from the 1980s and '90s.,12/03/2099
480-596-2660,,"6110 N. Scottsdale Road Scottsdale, AZ, 85253",http://www.azcentral.com/thingstodo/music/&quot;An_Irish_Hooley&quot;_711056108316,"""An Irish Hooley""",03/11/2011,ASU Kerr Cultural Center,$36,"St. Patrick's Day gets a true Irish celebration at this show, presented by Irish record label Kerry Record. The show features storytelling, Irish dance and traditional folk songs performed on fiddles, uilleann pipes, whistles, flutes, Irish harps and bodhráns.",
602-817-5400,http://www.districtrestaurant.com,"Sheraton Phoenix Downtown Hotel 320 N. Third St. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Jazz_Trio/DJ_Senbad_Fridays_531224632850,Jazz Trio/DJ Senbad Fridays,,District American Kitchen and Wine Bar,menu prices vary,Kick off your Friday night with a live performance by a jazz trio from 5 p.m. to 10 p.m. Then stay for the smooth house beats of DJ Senbad at 9 p.m. Drink specials are offered all night.,
623-935-6384,http://www.westvalleyarts.org,"902 Eason Ave. Buckeye, AZ, 85326",http://www.azcentral.com/thingstodo/music/West_Valley_Arts_Council:_Burnett_Family_Bluegrass_333248825588,West Valley Arts Council: Burnett Family Bluegrass,05/13/2011,Buckeye Union High School,$8 - $15,"This five-piece family bluegrass band hails from the mountains of Northern Arizona, and since their formation in 1993, the group has been wowing audiences around the country, taking home the coveted top prize at the 2004 Telluride Bluegrass Festival band competition. The band released their second album, ""Bend the Wind,"" in 2005.",
602-258-8343,,"702 N. Central Ave. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Club_Dwntwn_337236980383,Club Dwntwn,,Club Dwntwn,$7 - $10,"This downtown-Phoenix nightclub features resident DJs RO55 and Kathryn. Check out Friday night's Lushlife, with dance-rock, post-punk, Britpop, Indie and new-wave songs from 10 p.m.-3:30 a.m. Saturday night is Latin night, with DJs spinning Latin pop, salsa and merengue. Dress code is enforced.",
602-258-8343,,"702 N. Central Ave. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Lushlife_687688295996,Lushlife,,Club Dwntwn,$6,"Resident DJs R055 and Kathryn play dance rock, post punk, britpop, indie and new wave songs.",
602-229-1150,http://www.tranzylvania.net,"710 N. Central Ave. Phoenix, AZ, 85004",http://www.azcentral.com/thingstodo/music/Tranzylvania_756254766839,Tranzylvania,,Palazzo,$7,"Arizona's largest goth/industrial club. DJs spin EBM, gothic, industrial and synthpop music. For ages 21 and older from 10 p.m.-2 a.m. For ages 18 and older from 2-3:30 a.m.",
