phone,website,title,contactEmail,moreInfoLink,startDate,endTime,fullAddress,description,venue,startTime,image,endDate
302-689-3590,http://www.foodallergy.org,FAAN Walk for Food Allergy Delaware,famsod@gmail.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/FAAN-Walk-for-Food-Allergy-Delaware/event/12970/,05/14/2011,1:00 pm,"Rte. 40 Pulaski Hwy. & 896 S. College Ave., 				Glasgow, DE","<p>2nd annual walk &amp; family fun fundraiser benefits FAAN, the Food Allergy &amp; Anaphylaxis Network.",Glasgow Park,10:00 am,http://www.metrokids.com/images/cache/1e42ad5b80a22e5e2567b6a366647765.jpeg,
215-643-1320ext14,http://www.wvpl.org/programs,Family Movies at the Library,sburdick@wvpl.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Family-Movies-at-the-Library/event/13197/,12/10/2011,3:00 pm,"650 Skippack Pike (Rte. 73), 				Blue Bell, PA","<p>Watch a PG- or G-rated movie. How to Train Your Dragon, Feb. 12. Cats and Dogs, March 12. Shrek Forever After, April 9.",Wissahickon Valley Public Library,1:30 pm,,
856-983-3329ext103,http://www.cedarrun.org,Fantastic Frogs Night Hike,erin.kiefer@cedarrun.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Fantastic-Frogs-Night-Hike/event/14034/,05/14/2011,8:00 pm,"4 Sawmill Rd., 				Medford, NJ",<p>Explore the refuge after hours with a naturalist &amp; find out what animals are out &amp; about at night. Pre-registration required.,Woodford Cedar Run Wildlife Refuge,6:00 pm,http://www.metrokids.com/images/cache/185b8c83d1eaa01a5ef9445fba588c12.jpeg,
215-887-6603,http://briarbush.org,Guided Nature Hike,amy@briarbush.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Guided-Nature-Hike/event/14061/,05/14/2011,11:00 am,"1212 Edge Hill Rd., 				Abington, PA",<p>Nature changes from week to week at Briar Bush.&nbsp;Enjoy a guided hike with anaturalist &amp; discover what&rsquo;s happening today.,Briar Bush Nature Center,10:00 am,,
302-571-7788,http://www.brandywinezoo.org,International Migratory Bird Day!,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/International-Migratory-Bird-Day/event/14053/,05/14/2011,3:30 pm,"1001 N. Park Dr., 				Wilmington, DE","<p>Learn about fine feathered friends &amp; their migratory mysteries. Flock to the zoo for a day of fun bird games, crafts &amp; other activities.",Brandywine Zoo,10:00 am,,
,http://www.italianmarketfestival.com,Italian Market Festival,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Italian-Market-Festival/event/14134/,05/14/2011,5:00 pm,"Philadelphia, PA","<p>The nation's oldest outdoor market celebrates its annual Italian Market Festival. Enjoy the Annual Procession of Saints, live entertainment, food &amp; a half-ball tournament to benefit the Mummers Fancy Brigades. Rain or shine.",9th St. between Fitzwater St. & Wharton St.,10:00 am,,05/15/2011
866-GO4-ELMO,http://www.sesameplace.com,Justin Roberts & the Not Ready For Naptime Players,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Justin-Roberts-the-Not-Ready-For-Naptime-Players/event/13451/,05/14/2011,8:00 pm,"100 Sesame Rd., 				Langhorne, PA",<p>Grammy-nominated Justin Roberts &amp; his band the Not Ready for Naptime Players perform three family concerts each day of the weekend.,Sesame Place,10:00 am,,05/15/2011
610-469-1916,http://www.chesco.org/ccparks,Kids Trout Rodeo,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Kids-Trout-Rodeo/event/13864/,05/14/2011,3:00 pm,"191 County Park Rd., 				Pottstown, PA",<p>Coventryville Trout Club hosts this annual Kids Trout Rodeo along the banks of the French Creek. Volunteers will assist kids who do not have any fishing experience. Fish until 3pm to earn prizes awarded in various categories. Ages 15 &amp; younger.,Warwick County Park,8:15 am,,
215-357-4005,http://www.churchvillenaturecenter.org,Naturalist Program: Going Exploring,churchvillenaturecenter@co.bucks.pa.us,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Naturalist-Program-Going-Exploring/event/13917/,05/14/2011,,"501 Churchville Lane, 				Churchville, PA","<p>Explore the trails &amp; discover nature using binoculars, magnifying lenses &amp; other tools.",Churchville Nature Center,2:00 pm,,
215-581-3174,http://www.pleasetouchmuseum.org,New Parents Wellness: Baby & Infant Safety,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/New-Parents-Wellness-Baby-Infant-Safety/event/14138/,05/14/2011,,"4231 Ave. of the Republic, 		Memorial Hall, Fairmount Park, 		Philadelphia, PA","<p>Learn infant/child CPR, common choking hazards, choking prevention &amp; SIDS prevention. 10:30am or 1:30pm.",Please Touch Museum,10:30 am,,
215-243-1100,http://www.philadelphiazoo.org,Philadelphia Zoo Creatures of Culture: Asia,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Philadelphia-Zoo-Creatures-of-Culture-Asia/event/13833/,05/14/2011,4:00 pm,"3400 W. Girard Ave., 				Philadelphia, PA","<p>Enjoy performances, music, cultural cuisine, hands-on workshops &amp; demonstrations while learning about animals from different parts of the world.",Philadelphia Zoo,10:00 am,,05/15/2011
610-296-7996,http://www.tredyffrinlibraries.org,Young Artists Program: Abstract Shapes,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Young-Artists-Program-Abstract-Shapes/event/14057/,05/14/2011,3:00 pm,"18 Darby Rd., 				Paoli, PA",<p>Art class with local artist Christa Krumbhaar. Ages 7-12.,"Paoli Library, Meeting Room",1:30 pm,,
215-420-5261,http://www.hhef.org,Culture Fest!,kim@rubensteins.net,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Culture-Fest/event/14046/,05/15/2011,3:00 pm,"899 Horsham Rd., 				Horsham, PA","<p>Be treated to the sights, sounds &amp; flavors from the many cultures around the world. Hosted by the Hatboro-Horsham Educational Foundation.",Hatboro-Horsham High School,12:00 pm,http://www.metrokids.com/images/cache/297ff7d9c02fdb8ed097cd3eb8573cbf.jpeg,
215-685-9285,http://www.fairmountpark.org,Inside-Outside Film Series & Playtime,wec@phila.gov,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Inside-Outside-Film-Series-Playtime/event/14137/,05/15/2011,5:30 pm,"300 Northwestern Ave., 				Philadelphia, PA","<p>Watch a documentary on an environmental topic, while kids play &amp; explore the trails with a nature guide. May film is Gasland, about natural gas drilling.",Wissahickon Environmental Education Center,3:30 pm,,
,http://www.worldcafelive.com,Kids Rock for Kids,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Kids-Rock-for-Kids/event/12701/,05/15/2011,,"3025 Walnut St., 				Philadelphia, PA",<p>Benefit concert for medical charities in the Philadelphia region features teenage rock bands from Music Training Centers' Rock 101 program.,World Cafe Live,11:30 am,http://www.metrokids.com/images/cache/bf4b124818d0fe0c08581335371c84dd.jpeg,
866-GO4-ELMO,http://www.sesameplace.com,Sesame Classic,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Sesame-Classic/event/13452/,05/15/2011,12:00 pm,"100 Sesame Rd., 				Langhorne, PA","<p>Race to the finish line at this 13th annual event.  Proceeds benefit the Dick Dougherty Scholarship Fund. Registration begins 7am. All racers receive a free ticket to Sesame Place valid through May 29, 2011.",Sesame Place,7:00 am,,
267-502-2793,http://www.mitchellcenter.info,Spring Dance Concert,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Spring-Dance-Concert/event/10309/,05/15/2011,,"800 Tomlinson Rd., 		Box 706, 		Bryn Athyn, PA","<p>Bryn Athyn College Dance Ensemble presents an array of modern, jazz, lyrical, tap, hip-hop, ballet &amp; theater dance by both professional and student choreographers.",Mitchell Performing Arts Center,8:00 pm,http://www.metrokids.com/images/cache/812c134182178c67ecd72a6a88373ebf.jpeg,
267-507-5558,http://www.friendsofseger.org,Spring Festival,info@friendsofseger.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Spring-Festival/event/13716/,05/15/2011,3:00 pm,"1020 Lombard St., 		between 10th & 11th Sts., 		Philadelphia, PA","<p>4th annual event presented by Friends of Seger Park Playground features food, moonbounces, a petting zoo, face painting, crafts, treats, music &amp; free tennis lessons for kids.",Seger Park Playground,11:00 am,http://www.metrokids.com/images/cache/343b7ca94cca0006a2a85b2822b12e21.jpeg,
215-887-4882ext230,http://www.musicmonkeyjungle.com,Sweet Beats with Music Monkey Jungle,lori@musicmonkeyjungle.com,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Sweet-Beats-with-Music-Monkey-Jungle/event/12198/,05/15/2011,,"515 Meetinghouse Rd., 				Jenkintown, PA","<p>Monthly Sunday afternoon musical celebration for the family.  Join Miss Lori for songs, games, dances, instruments &amp; movement props. Nov. 21, Dec. 12, Jan. 23, Feb. 27, March 27, April 17 &amp; May 15.",The Abington Art Center,1:00 pm,http://www.metrokids.com/images/cache/f94d0e2c1c49d57c0191cd3e90d25f3a.jpeg,
856-983-3329ext103,http://www.cedarrun.org,Vernal Pools Discovery,erin.kiefer@cedarrun.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Vernal-Pools-Discovery/event/14033/,05/15/2011,3:00 pm,"4 Sawmill Rd., 				Medford, NJ",<p>Join a naturalist to discover the wonders of these temporary pools of water.,Woodford Cedar Run Wildlife Refuge,1:30 pm,http://www.metrokids.com/images/cache/a116875d3cb2f4e055a195b2cdc23170.jpeg,
610-444-1582,http://www.willowdale.org,Willowdale Steeplechase,laurie_prysock@willowdale.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Willowdale-Steeplechase/event/14029/,05/15/2011,6:00 pm,"101 E. Street Rd., 		Rtes. 82 & 926, behind Landhope Farm store, 		Kennett Square PA, PA","<p>All-day event for the whole family. Free kids activities, horse &amp; pony races, terrier races, antique cars &amp; carriages, shopping, food court. Rain or shine.",Willowdale Steeplechase Course,10:00 am,,
215-646-8866,http://www.wvwa.org,WVWA Evans-Mumbower Open House,info@wvwa.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/WVWA-Evans-Mumbower-Open-House/event/14108/,05/15/2011,4:00 pm,"corner of Swedesford & Township Line Rds., 				Upper Gwynedd, PA","<p>After 81 years, the Evans-Mumbower Mill&rsquo;s waterwheel is finally turning &amp; the millstones are grinding again. WVWA&rsquo;s dedicated Mill volunteers have worked for 24 years to achieve this milestone. The Evans-Mumbower is the only remaining mill in Montgomery County that is fully operational &amp; open to the public.",Evans-Mumbower Mill,1:00 pm,http://www.metrokids.com/images/cache/72222053b908606ec07b419a71e0382c.jpeg,
215-646-8866,http://www.wvwa.org,WVWA Evans-Mumbower Open House,info@wvwa.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/WVWA-Evans-Mumbower-Open-House/event/14118/,05/15/2011,4:00 pm,"corner of Swedesford & Township Line Rds., 				Upper Gwynedd, PA","<p>After 81 years, the Evans-Mumbower Mill&rsquo;s waterwheel is finally turning &amp; the millstones are grinding again. WVWA&rsquo;s dedicated Mill volunteers have worked for 24 years to achieve this milestone. The Evans-Mumbower is the only remaining mill in Montgomery County that is fully operational &amp; open to the public.",Evans-Mumbower Mill,1:00 pm,http://www.metrokids.com/images/cache/72222053b908606ec07b419a71e0382c.jpeg,
302-762-1132,http://www.musicschoolofdelaware.org,Delaware Youth Symphony & Delaware Youth Orchestra,frontdesk@musicschoolofdelaware.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Delaware-Youth-Symphony-Delaware-Youth-Orchestra/event/13704/,05/16/2011,,"4101 Washington St., 				Wilmington, DE",<p>Concert conducted by Dr. Michael Larkin &amp; Christina von Duyke.,The Music School of Delaware,7:00 pm,,
610-358-3632,http://www.darlingtonarts.org,Art All Day!,info@darlingtonarts.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Art-All-Day/event/10484/,05/17/2011,4:00 pm,"977 Shavertown Rd., 				Garnet Valley, PA","<p>Come for imaginative art-making on Election Day. Through individual &amp; group projects, students will learn techniques &amp; experiment creatively. Ages 7-12.",Darlington Arts Center,9:00 am,,
610-358-3632,http://www.darlingtonarts.org,Art All Day! Workshop,info@darlingtonarts.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Art-All-Day-Workshop/event/13082/,05/17/2011,4:00 pm,"977 Shavertown Rd., 				Garnet Valley, PA","<p>Through individual &amp; group projects, students will learn techniques &amp; experiment creatively. Ages 7-12.",Darlington Arts Center,9:00 am,http://www.metrokids.com/images/cache/f3eade834b381746a81add628ce769ef.jpeg,
610-296-6725ext168,http://www.vfes.net,Changing Paradigms in Evaluating Alternative Treatments for Autism Spectrum Disorders,makreiter@vfes.net,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Changing-Paradigms-in-Evaluating-Alternative-Treatments-for-Autism-Spectrum-Disorders/event/13868/,05/17/2011,8:30 pm,"1777 N. Valley Rd., 				Malvern, PA","<p>Lecture focuses on an objective, honest &amp; fair assessment of several alternative Autism Spectrum Disorder therapy interventions. Presenter: Patrick L. Elliott, D.O., FACS.",Valley Forge Educational Services (Entrance A),6:30 pm,,
215-482-7300ext110,http://www.schuylkillcenter.org,Decomposition: How It All Breaks Down!,scee@schuylkillcenter.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Decomposition-How-It-All-Breaks-Down/event/13379/,05/17/2011,3:00 pm,"8480 Hagy's Mill Rd., 				Philadelphia, PA",<p>Investigate decomposer creatures and their life cycles &amp; habitats. Discover the ways they clean up nature's messes. Pre-registration required. Ages 6-9.,The Schuylkill Center for Environmental Education,1:00 pm,,
,http://www.giantfoodstores.com,GIANT Food Stores' Childhood Obesity Summit,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/GIANT-Food-Stores-Childhood-Obesity-Summit/event/14115/,05/17/2011,11:30 am,"315 York Rd., 				Willow Grove, PA",<p>Local experts on childhood obesity will discuss why this serious issue is becoming more widespread &amp; what can be done to change the future of our youth.,GIANT Super Food Store,10:30 am,http://www.metrokids.com/images/cache/8f2a34d371b24fd31ccc3155d2ff0a9d.jpeg,
,http://groupspaces.com/ccmlchadd,How to Interact with the World When Your Child Has ADHD,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/How-to-Interact-with-the-World-When-Your-Child-Has-ADHD/event/13810/,05/17/2011,,"1000 Pottstown Pk., 				West Chester, PA",<p>Role-play difficult life situations that occur as a result of your child's special needs.  How do you calmly &amp; confidently advocate for your child?  How do you work through a conflict with your neighbor? You are encouraged to bring your own difficult scenarios to work through with the group.,Kesher Israel Congregation,7:00 pm,http://www.metrokids.com/images/cache/e403cc62f054f296fd057d18bdc11f7a.jpeg,
215-887-6603,http://briarbush.org,Nature's Mini Camp,amy@briarbush.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Natures-Mini-Camp/event/14062/,05/17/2011,3:00 pm,"1212 Edge Hill Rd., 				Abington, PA","<p>All-day, school's out program where kids can hike, play games, meet live animals, make crafts &amp; more. Pack a lunch. Drinks &amp; snacks provided.",Briar Bush Nature Center,9:00 am,,
215-572-7650,http://www.keswicktheatre.com,Stone Soup & Other Stories,,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Stone-Soup-Other-Stories/event/11655/,05/17/2011,,"291 N. Keswick Ave., 				Glenside, PA","<p>Newly-updated show features folk tales from around the world richly laced with music, humor &amp; visual charm.",The Keswick Theatre,10:15 am,,
302-478-5660,http://www.siegeljcc.org,Jcade Grand Opening Event featuring Two Biggest Loser Finalists,jcade@siegeljcc.org,http://www.metrokids.com/MetroKids/Attractions-and-Events/Calendar/index.php/name/Jcade-Grand-Opening-Event-featuring-Two-Biggest-Loser-Finalists/event/13840/,05/18/2011,8:00 pm,"101 Garden of Eden Rd., 				Wilmington, DE",<p>Jcade is a new arcade-style facility using interactive fitness technology to engage people in physical activity.  Two finalists from the TV show &quot;The Biggest Loser&quot; visit.,Siegel JCC,4:00 pm,http://www.metrokids.com/images/cache/d7534dcb7eb15043fb0bc17d4ea47994.jpeg,
