address,price,description,venue,phone,website,title,fullDates,moreInfo
3076 95th Drive,$188.50,"Wanee Music Festival featuring The Allman Brothers Band, Widespread Panic, Robert Plant, The Steve Miller Band and others",Spirit of the Suwannee Music Park,(386) 364-1683,http://www.waneefestival.com,"Wanee Music Festival featuring The Allman Brothers Band, Widespread Panic, Robert Plant, The Steve Miller Band and others","4/14 10:30AM, 4/16 10:30AM, 4/15 10:30AM",http://calendar.orlandoweekly.com/Events/e9980/Wanee_Music_Festival_featuring_The_Allman_Brothers_Band_Widespread_Panic_Robert_Plant_The_Steve_Miller_Band_and_others
1042 N. Mills Ave.,$5,"Parachute Musical, An Introduction to Sunshine",Will's Pub,(407) 898-5070,http://www.myspace.com/willspub,"Parachute Musical, An Introduction to Sunshine",4/14 8:30PM,http://calendar.orlandoweekly.com/Events/e10990/Parachute_Musical_An_Introduction_to_Sunshine
400 W. Church St.,$61.95-$191.75,Lady Gaga,Amway Center,(800) 745-3000,http://www.amwaycenter.com,Lady Gaga,4/15 8:00PM,http://calendar.orlandoweekly.com/Events/e4175/Lady_Gaga
1301 Atlanta Ave.,Free,Matthew &quot;Sax&quot; Campbell,Orlando Brewing,(407) 872-1117,,Matthew,4/15 9:00PM,http://calendar.orlandoweekly.com/Events/e11293/Matthew_Sax_Campbell
Wall and Court streets,$5,"FedEx Underground Music Series featuring Constellations, The Crazy Carls",Wall Street Plaza,(407) 849-0471,http://www.fedexmusic.com,"FedEx Underground Music Series featuring Constellations, The Crazy Carls",4/15 9:00PM,http://calendar.orlandoweekly.com/Events/e10591/FedEx_Underground_Music_Series_featuring_Constellations_The_Crazy_Carls
Epcot,included with park admission,Flower Power Concert Series featuring Juice Newton,America Gardens Theatre,(407) 939-1289,,Flower Power Concert Series featuring Juice Newton,"4/17 7:45PM, 4/15 5:15PM, 4/15 6:30PM, 4/15 7:45PM, 4/16 5:15PM, 4/16 7:45PM, 4/17 5:15PM, 4/17 6:30PM, 4/16 6:30PM",http://calendar.orlandoweekly.com/Events/e10923/Flower_Power_Concert_Series_featuring_Juice_Newton
578 N. Orange Ave.,$25-$30,Three 6 Mafia,Firestone Live,(407) 872-0066,http://www.firestonelive.net,Three 6 Mafia,4/15 8:00PM,http://calendar.orlandoweekly.com/Events/e11354/Three_6_Mafia
1000 Holt Ave.,$20-$50,Faure's Requiem and Poulenc's Gloria,"Rollins College, Knowles Memorial Chapel",(407) 646-2342,,Faure\u0027s Requiem and Poulenc\u0027s Gloria,"4/16 7:30PM, 4/17 3:00PM",http://calendar.orlandoweekly.com/Events/e2625/Faures_iRequiemi_and_Poulencs_iGloriai
at the Florida State Fairgrounds,$36-$157,Jimmy Buffett,1-800-ASK-GARY Amphitheatre,(813) 740-2446,,Jimmy Buffett,4/16 8:00PM,http://calendar.orlandoweekly.com/Events/e10106/Jimmy_Buffett
1000 Universal Studios Plaza,various prices,New Orleans-style street party with live music by the Beach Boys,Universal Studios at Universal Orlando,(407) 363-8000,http://www.universalorlando.com,Mardi Gras,4/16 5:00PM,http://calendar.orlandoweekly.com/Events/e10750/Mardi_Gras
118 S. Orange Ave.,free,HouseFlyz with Seth Vogt,Vixen Bar,(407) 246-1529,http://www.vixenbar.com,HouseFlyz with Seth Vogt,4/16 9:00PM,http://calendar.orlandoweekly.com/Events/e11005/HouseFlyz_with_Seth_Vogt
Downtown Disney West Side,$5,"WPRK Comes Alive! featuring The Pauses, The Darling Cavaliers, Andy Matchett &amp; The Minks",House of Blues,(407) 934-2583,http://www.hob.com,"WPRK Comes Alive! featuring The Pauses, The Darling Cavaliers, Andy Matchett & The Minks",4/16 7:00PM,http://calendar.orlandoweekly.com/Events/e11351/WPRK_Comes_Alive_featuring_The_Pauses_The_Darling_Cavaliers_Andy_Matchett_and_The_Minks
401 Channelside Drive,$61.50-$71.80,Iron Maiden,St. Pete Times Forum,(813) 301-6500,,Iron Maiden,4/17 8:00PM,http://calendar.orlandoweekly.com/Events/e9255/Iron_Maiden
Downtown Disney West Side,$15.25-$18.25,"Volbeat, The Damned Things, Hourcast",House of Blues,(407) 934-2583,http://www.hob.com,"Volbeat, The Damned Things, Hourcast",4/17 5:30PM,http://calendar.orlandoweekly.com/Events/e10552/Volbeat_The_Damned_Things_Hourcast
CityWalk at Universal Orlando,$56-$76,Chicago,Hard Rock Live,(407) 351-5483,http://www.hardrock.com/live2/live.asp,Chicago,4/19 8:00PM,http://calendar.orlandoweekly.com/Events/e10315/Chicago
1042 N. Mills Ave.,$5,"Dave Hause, Mikey Erg, Graham",Will's Pub,(407) 898-5070,http://www.myspace.com/willspub,"Dave Hause, Mikey Erg, Graham",4/20 9:00PM,http://calendar.orlandoweekly.com/Events/e10598/Dave_Hause_Mikey_Erg_Graham
54 N. Orange Ave.,$12-$14,"The Air I Breather, Ten After Two, Scarlette O&#39;Hara, The Plot In You, Lions! Tigers! Bears!",The Social,(407) 246-1419,http://www.thesocial.org,"The Air I Breather, Ten After Two, Scarlette O\u0027Hara, The Plot In You, Lions! Tigers! Bears!",4/20 6:00PM,http://calendar.orlandoweekly.com/Events/e10759/The_Air_I_Breather_Ten_After_Two_Scarlette_OHara_The_Plot_In_You_Lions_Tigers_Bears
University of Central Florida,$32-$40,"Wiz Khalifa, Mac Miller",UCF Arena,(407) 823-6006,,"Wiz Khalifa, Mac Miller",4/20 7:00PM,http://calendar.orlandoweekly.com/Events/e10959/Wiz_Khalifa_Mac_Miller
Downtown Disney West Side,$18.25-$21.25,"Dirty Heads, Soja, New Politics",House of Blues,(407) 934-2583,http://www.hob.com,"Dirty Heads, Soja, New Politics",4/21 7:00PM,http://calendar.orlandoweekly.com/Events/e10298/Dirty_Heads_Soja_New_Politics_
401 W. Livingston St.,$14.75-$70,Orlando Philharmonic Orchestra presents Paul McCartney: A Symphonic Tribute,Bob Carr Performing Arts Centre,(407) 770-0071,http://www.orlandovenues.net/,Orlando Philharmonic Orchestra presents Paul McCartney: A Symphonic Tribute,"4/22 8:00PM, 4/23 2:00PM",http://calendar.orlandoweekly.com/Events/e5330/Orlando_Philharmonic_Orchestra_presents_Paul_McCartney_A_Symphonic_Tribute
CityWalk at Universal Orlando,$27-$42,2011 Hearts of Gold featuring Beatlemania,Hard Rock Live,(407) 351-5483,http://www.hardrock.com/live2/live.asp,2011 Hearts of Gold featuring Beatlemania,4/22 7:30PM,http://calendar.orlandoweekly.com/Events/e9730/2011_Hearts_of_Gold_featuring_Beatlemania
54 N. Orange Ave.,$13-$15,"Protest The Hero, Maylene &amp; The Son&#39;s of Disaster, Resseract",The Social,(407) 246-1419,http://www.thesocial.org,"Protest The Hero, Maylene & The Son\u0027s of Disaster, Resseract",4/22 6:30PM,http://calendar.orlandoweekly.com/Events/e10160/Protest_The_Hero_Maylene_and_The_Sons_of_Disaster_Resseract
Epcot,included with park admission,Flower Power Concert Series featuring The Nelsons,America Gardens Theatre,(407) 939-1289,,Flower Power Concert Series featuring The Nelsons,"4/22 5:15PM, 4/22 6:30PM, 4/22 7:45PM, 4/23 5:15PM, 4/23 6:30PM, 4/23 7:45PM, 4/24 6:30PM, 4/24 7:45PM, 4/24 5:15PM",http://calendar.orlandoweekly.com/Events/e10924/Flower_Power_Concert_Series_featuring_The_Nelsons
CityWalk at Universal Orlando,$37.50-$100,Tom Jones,Hard Rock Live,(407) 351-5483,http://www.hardrock.com/live2/live.asp,Tom Jones,4/23 8:00PM,http://calendar.orlandoweekly.com/Events/e10726/Tom_Jones
1000 Universal Studios Plaza,various prices,New Orleans-style street party with live music by Thirty Seconds to Mars,Universal Studios at Universal Orlando,(407) 363-8000,http://www.universalorlando.com,Mardi Gras,4/23 5:00PM,http://calendar.orlandoweekly.com/Events/e10751/Mardi_Gras
1521 W. Ivanhoe Blvd.,$12,"Central Florida Folk Jam with Buddy Mondlock, Sharon Osuna",Villa ConRoy,(407) 679-6426,http://www.cffolk.org,"Central Florida Folk Jam with Buddy Mondlock, Sharon Osuna",4/24 2:30PM,http://calendar.orlandoweekly.com/Events/e11396/Central_Florida_Folk_Jam_with_Buddy_Mondlock_Sharon_Osuna
46 N Orange Ave.,$15,"Black Veil Brides, Destroy Rebuild Until God Shows, I See Stars, VersaEmerge, Conditions",The Beacham,,,"Black Veil Brides, Destroy Rebuild Until God Shows, I See Stars, VersaEmerge, Conditions",4/25 5:00PM,http://calendar.orlandoweekly.com/Events/e9552/Black_Veil_Brides_Destroy_Rebuild_Until_God_Shows_I_See_Stars_VersaEmerge_Conditions
578 N. Orange Ave.,$22-$55,Sepultra,Firestone Live,(407) 872-0066,http://www.clubfirestone.com,Sepultra,4/27 8:00PM,http://calendar.orlandoweekly.com/Events/e9469/Sepultra
54 N. Orange Ave.,$20,Brooke Fraser,The Social,(407) 246-1419,http://www.thesocial.org,Brooke Fraser,4/27 7:00PM,http://calendar.orlandoweekly.com/Events/e11112/Brooke_Fraser
Downtown Disney West Side,$15.25,Cold War Kids,House of Blues,(407) 934-2583,http://www.hob.com,Cold War Kids,4/28 7:30PM,http://calendar.orlandoweekly.com/Events/e10727/Cold_War_Kids
578 N. Orange Ave.,$17-$20,CSS and Sleighbells,Firestone Live,(407) 872-0066,http://www.firestonelive.net,CSS and Sleighbells,4/28 8:00PM,http://calendar.orlandoweekly.com/Events/e10859/CSS_and_Sleighbells
400 W. Church St.,$27.50-$114.50,"Usher, Akon",Amway Center,(800) 745-3000,http://www.amwaycenter.com,"Usher, Akon",4/28 7:30PM,http://calendar.orlandoweekly.com/Events/e10956/Usher_Akon
46 N. Orange Ave.,$20-$35,Ghostland Observatory,The Beacham,(407) 648-8363,http://www.thebeacham.com,Ghostland Observatory,4/28 8:00PM,http://calendar.orlandoweekly.com/Events/e11113/Ghostland_Observatory
54 N. Orange Ave.,$12,Tribal Seeds,The Social,(407) 246-1419,http://www.thesocial.org,Tribal Seeds,"4/28 8:00PM, 4/29 8:00PM",http://calendar.orlandoweekly.com/Events/e11236/Tribal_Seeds
Downtown Disney West Side,$23.25-$26.25,Toad the Wet Sprocket,House of Blues,(407) 934-2583,http://www.hob.com,Toad the Wet Sprocket,4/29 7:00PM,http://calendar.orlandoweekly.com/Events/e10001/Toad_the_Wet_Sprocket
Epcot,included with park admission,Flower Power Concert Series featuring Paul Revere &amp; The Raiders,America Gardens Theatre,(407) 939-1289,,Flower Power Concert Series featuring Paul Revere & The Raiders,"5/1 5:15PM, 4/29 7:45PM, 5/1 7:45PM, 4/29 5:15PM, 4/30 5:15PM, 4/30 7:45PM, 5/1 6:30PM, 4/29 6:30PM, 4/30 6:30PM",http://calendar.orlandoweekly.com/Events/e10925/Flower_Power_Concert_Series_featuring_Paul_Revere_and_The_Raiders
578 N. Orange Ave.,$18-$20,"Take Action Tour featuring Silverstein, Bayside, Polar Bear Club, The Swellers, Texas in July",Firestone Live,(407) 872-0066,http://www.firestonelive.net,"Take Action Tour featuring Silverstein, Bayside, Polar Bear Club, The Swellers, Texas in July",4/29 5:30PM,http://calendar.orlandoweekly.com/Events/e10962/Take_Action_Tour_featuring_Silverstein_Bayside_Polar_Bear_Club_The_Swellers_Texas_in_July
1321 N. Mills Ave.,call for price,Destroy The Speakers presents CLRH20 and Jaybee,The Peacock Room,(407) 228-0048,http://www.peacockroom.com,Destroy The Speakers presents CLRH20 and Jaybee,4/29 10:00PM,http://calendar.orlandoweekly.com/Events/e11075/Destroy_The_Speakers_presents_CLRH20_and_Jaybee
Downtown Disney West Side,$28.25-$33.25,"Interpol, School of Seven Bells",House of Blues,(407) 934-2583,http://www.hob.com,"Interpol, School of Seven Bells",4/30 7:30PM,http://calendar.orlandoweekly.com/Events/e10161/Interpol_School_of_Seven_Bells
1875 Silver Spur Lane,$38,Blues Masters Music Festival Featuring Mickey Thomas,Silver Spurs Arena at Osceola Heritage Park,(321) 697-3333,,Blues Masters Music Festival Featuring Mickey Thomas,4/30 11:00AM,http://calendar.orlandoweekly.com/Events/e10273/Blues_Masters_Music_Festival_Featuring_Mickey_Thomas
46 N. Orange Ave.,$20-$24,Amon Amarth,The Beacham,(407) 648-8363,http://www.thebeacham.com,Amon Amarth,4/30 6:00PM,http://calendar.orlandoweekly.com/Events/e10855/Amon_Amarth
1042 N. Mills Ave.,$5,"Today the Moon Tomorrow the Sun, The Equines",Will's Pub,(407) 898-5070,http://www.myspace.com/willspub,"Today the Moon Tomorrow the Sun, The Equines",4/30 9:00PM,http://calendar.orlandoweekly.com/Events/e11015/Today_the_Moon_Tomorrow_the_Sun_The_Equines
54 N. Orange Ave.,$20-$25,Soulive,The Social,(407) 246-1419,http://www.thesocial.org,Soulive,4/30 8:00PM,http://calendar.orlandoweekly.com/Events/e11114/Soulive
578 N. Orange Ave.,$16.50-$20,"Unwritten Law, Authority Zero",Firestone Live,(407) 872-0066,http://www.firestonelive.net,"Unwritten Law, Authority Zero",4/30 7:00PM,http://calendar.orlandoweekly.com/Events/e11355/Unwritten_Law_Authority_Zero
400 W. Church St.,various prices,"Tim McGraw, Luke Bryan, The Band Perry",Amway Center,(800) 745-3000,http://www.amwaycenter.com,"Tim McGraw, Luke Bryan, The Band Perry",5/1 7:00PM,http://calendar.orlandoweekly.com/Events/e10876/Tim_McGraw_Luke_Bryan_The_Band_Perry
Downtown Disney West Side,$40-$49,Diddy Dirty Money,House of Blues,(407) 934-2583,http://www.hob.com,Diddy Dirty Money,5/1 7:00PM,http://calendar.orlandoweekly.com/Events/e11242/Diddy_Dirty_Money
1042 N. Mills Ave.,$10,"Young Widows, My Disco, Basements of Florida",Will's Pub,(407) 898-5070,http://www.myspace.com/willspub,"Young Widows, My Disco, Basements of Florida",5/2 9:00PM,http://calendar.orlandoweekly.com/Events/e10397/Young_Widows_My_Disco_Basements_of_Florida
CityWalk at Universal Orlando,$38-$126,"Earth, Wind and Fire",Hard Rock Live,(407) 351-5483,http://www.hardrock.com,"Earth, Wind and Fire",5/3 7:00PM,http://calendar.orlandoweekly.com/Events/e9178/Earth_Wind_and_Fire
425 N. Bumby Ave.,$36.50-$50,One Night of Queen,The Plaza Theatre,(407) 228-1220,http://www.theplazatheatre.com,One Night of Queen,5/4 7:00PM,http://calendar.orlandoweekly.com/Events/e10549/One_Night_of_Queen
578 N. Orange Ave.,$22-$26,"Cold, Egypt Central, Kopek, Parabelle",Firestone Live,(407) 872-0066,http://www.firestonelive.net,"Cold, Egypt Central, Kopek, Parabelle",5/4 7:00PM,http://calendar.orlandoweekly.com/Events/e11356/Cold_Egypt_Central_Kopek_Parabelle
CityWalk at Universal Orlando,$35-$79,Jeff Beck,Hard Rock Live,(407) 351-5483,http://www.hardrock.com/live2/live.asp,Jeff Beck,5/5 8:00PM,http://calendar.orlandoweekly.com/Events/e10728/Jeff_Beck
Epcot,included with park admission,Flower Power Concert Series featuring Davy Jones,America Gardens Theatre,(407) 939-1289,,Flower Power Concert Series featuring Davy Jones,"5/6 6:30PM, 5/7 6:30PM, 5/6 7:45PM, 5/8 5:15PM, 5/8 6:30PM, 5/6 5:15PM, 5/8 7:45PM, 5/7 7:45PM, 5/7 5:15PM",http://calendar.orlandoweekly.com/Events/e10926/Flower_Power_Concert_Series_featuring_Davy_Jones
1842 E. Winter Park Road,$5,"Cheveu, The Jameses, Hungry Gayze",Stardust Video &amp; Coffee,(407) 623-3393,http://www.stardustie.com,"Cheveu, The Jameses, Hungry Gayze",5/6 9:00PM,http://calendar.orlandoweekly.com/Events/e11123/Cheveu_The_Jameses_Hungry_Gayze
1042 N. Mills Ave.,call for price,"Sleepy Vikings CD Release with The Pauses, Fever",Will's Pub,(407) 898-5070,http://www.myspace.com/willspub,"Sleepy Vikings CD Release with The Pauses, Fever",5/6 9:00PM,http://calendar.orlandoweekly.com/Events/e11195/Sleepy_Vikings_CD_Release_with_The_Pauses_Fever
1042 N. Mills Ave.,$5,"Company, Andy Matchett &amp; The Minks, Howling Owls",Will's Pub,(407) 898-5070,http://www.myspace.com/willspub,"Company, Andy Matchett & The Minks, Howling Owls",5/7 9:00PM,http://calendar.orlandoweekly.com/Events/e11016/Company_Andy_Matchett_and_The_Minks_Howling_Owls
CityWalk at Universal Orlando,$75-$139,Kylie Minogue,Hard Rock Live,(407) 351-5483,http://www.hardrock.com,Kylie Minogue,5/8 8:00PM,http://calendar.orlandoweekly.com/Events/e9973/Kylie_Minogue
1042 N. Mills Ave.,call for price,Heavy Cream,Will's Pub,(407) 898-5070,http://www.myspace.com/willspub,Heavy Cream,5/8 9:00PM,http://calendar.orlandoweekly.com/Events/e11196/Heavy_Cream
46 N. Orange Ave.,$20-$35,"Brett Dennen, Dawes",The Beacham,(407) 648-8363,http://www.thebeacham.com,"Brett Dennen, Dawes",5/9 7:00PM,http://calendar.orlandoweekly.com/Events/e10761/Brett_Dennen_Dawes
1042 N. Mills Ave.,$8-$10,Royal Bangs,Will's Pub,(407) 898-5070,http://www.myspace.com/willspub,Royal Bangs,5/9 8:00PM,http://calendar.orlandoweekly.com/Events/e10889/Royal_Bangs
University of Central Florida,$39.75-$50.20,"Avenged Sevenfold, Three Days Grace, Bullet For My Valentine",UCF Arena,(407) 823-6006,,"Avenged Sevenfold, Three Days Grace, Bullet For My Valentine",5/9 7:00PM,http://calendar.orlandoweekly.com/Events/e11059/Avenged_Sevenfold_Three_Days_Grace_Bullet_For_My_Valentine
CityWalk at Universal Orlando,$25-$30,"Danzig, Devildriver, 2Cents",Hard Rock Live,(407) 351-5483,http://www.hardrock.com/live2/live.asp,"Danzig, Devildriver, 2Cents",5/9 7:00PM,http://calendar.orlandoweekly.com/Events/e11264/Danzig_Devildriver_2Cents
1042 N. Mills Ave.,$3,"Ghost Robot Ninja Bear, LARF",Will's Pub,(407) 898-5070,http://www.myspace.com/willspub,"Ghost Robot Ninja Bear, LARF",5/11 9:00PM,http://calendar.orlandoweekly.com/Events/e11125/Ghost_Robot_Ninja_Bear_LARF
54 N. Orange Ave.,$10,Two Man Gentlemen Band &amp; Shotgun Party,The Social,(407) 246-1419,http://www.thesocial.org,Two Man Gentlemen Band & Shotgun Party,5/12 8:00PM,http://calendar.orlandoweekly.com/Events/e10762/Two_Man_Gentlemen_Band_and_Shotgun_Party
Downtown Disney West Side,$18.25-$20.25,The Wailers,House of Blues,(407) 934-2583,http://www.houseofblues.com,The Wailers,5/13 8:00PM,http://calendar.orlandoweekly.com/Events/e10729/The_Wailers
3865 N. Wickham Road,$34.75,"Kris Kristofferson, John Prine",King Center for Performing Arts,(321) 242-2219,,"Kris Kristofferson, John Prine",5/13 8:00PM,http://calendar.orlandoweekly.com/Events/e10819/Kris_Kristofferson_John_Prine
Epcot,included with park admission,Flower Power Concert Series featuring Herman&#39;s Hermits starring Peter Noone,America Gardens Theatre,(407) 939-1289,,Flower Power Concert Series featuring Herman\u0027s Hermits starring Peter Noone,"5/13 5:15PM, 5/13 6:30PM, 5/13 7:45PM, 5/14 5:15PM, 5/14 6:30PM, 5/14 7:45PM, 5/15 5:15PM, 5/15 6:30PM, 5/15 7:45PM",http://calendar.orlandoweekly.com/Events/e10927/Flower_Power_Concert_Series_featuring_Hermans_Hermits_starring_Peter_Noone
46 N Orange Ave.,$35,"Plain White T&#39;s, Hearts For Haiti",The Beacham,(407) 246-1419,http://www.thebeacham.com,"Plain White T\u0027s, Hearts For Haiti",5/13 6:00PM,http://calendar.orlandoweekly.com/Events/e11388/Plain_White_Ts_Hearts_For_Haiti
37 W. Pine St.,$8,Those Darlins,Back Booth,(407) 999-2570,http://www.backbooth.com,Those Darlins,5/13 8:00PM,http://calendar.orlandoweekly.com/Events/e11343/Those_Darlins
401 W. Livingston St.,$22-$87,Orlando Philharmonic Orchestra presents Joshua Bell,Bob Carr Performing Arts Centre,(407) 770-0071,http://www.orlandovenues.net/,Orlando Philharmonic Orchestra presents Joshua Bell,5/14 8:00PM,http://calendar.orlandoweekly.com/Events/e5327/Orlando_Philharmonic_Orchestra_presents_Joshua_Bell
1875 Silver Spur Lane,$30-$99,Rumba 100.3 FM Presents: Rumba Fest 2011,Silver Spurs Arena at Osceola Heritage Park,(321) 697-3333,,Rumba 100.3 FM Presents: Rumba Fest 2011,5/14 8:00PM,http://calendar.orlandoweekly.com/Events/e10730/Rumba_1003_FM_Presents_Rumba_Fest_2011
400 W. Church St.,$19.50-$135,Bon Jovi,Amway Center,(800) 745-3000,http://www.amwaycenter.com,Bon Jovi,5/15 7:30PM,http://calendar.orlandoweekly.com/Events/e10657/Bon_Jovi
578 N. Orange Ave.,$22-$26,"Symphony X, Nevermore, Soilwork, Powerglove, Blackguard",Firestone Live,(407) 872-0066,http://www.firestonelive.net,"Symphony X, Nevermore, Soilwork, Powerglove, Blackguard",5/17 7:00PM,http://calendar.orlandoweekly.com/Events/e9091/Symphony_X_Nevermore_Soilwork_Powerglove_Blackguard
Downtown Disney West Side,$31.75-$34.75,My Chemical Romance,House of Blues,(407) 934-2583,http://www.hob.com,My Chemical Romance,5/18 6:30PM,http://calendar.orlandoweekly.com/Events/e9076/My_Chemical_Romance
54 N. Orange Ave.,$10-$12,Mustard Plug,The Social,(407) 246-1419,http://www.thesocial.org,Mustard Plug,5/18 8:00PM,http://calendar.orlandoweekly.com/Events/e11115/Mustard_Plug
Downtown Disney West Side,$25-$50,An Acoustic Evening with Blue October,House of Blues,(407) 934-2583,http://www.hob.com,An Acoustic Evening with Blue October,5/20 7:00PM,http://calendar.orlandoweekly.com/Events/e10958/An_Acoustic_Evening_with_Blue_October
142 E. Jackson St.,$10,Festival Singers of Florida and Friends,First United Methodist Church - Orlando,(407) 849-6080,,Festival Singers of Florida and Friends,5/21 8:00PM,http://calendar.orlandoweekly.com/Events/e2658/Festival_Singers_of_Florida_and_Friends
CityWalk at Universal Orlando,$32.50-$37.50,"Deftones, Dillinger Escape Plan",Hard Rock Live,(407) 351-5483,http://www.hardrock.com/live2/live.asp,"Deftones, Dillinger Escape Plan",5/21 7:00PM,http://calendar.orlandoweekly.com/Events/e10512/Deftones_Dillinger_Escape_Plan
Downtown Disney West Side,$25-$28,Girl Talk,House of Blues,(407) 934-2583,http://www.hob.com,Girl Talk,5/21 8:00PM,http://calendar.orlandoweekly.com/Events/e11116/Girl_Talk
