address,venueName,description,phone,title,moreInfoLink
515 Fenton Pl.,ArtMakers Gallery and Studios,"Watercolors, oils and acrylics by Nancy Couick and Kelley Sanford.",704-916-0140,Current Works,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A23575&amp;max=10
200 Hampton Church Rd.,Ife Cultural Center,"Offering five classes taught by Iya Silva, including Samba do Pe, Axe, Frevo, Samba-Reggae and General Afro-Brazilian styles.For more information, call 704-910-3845 or email doceiya@hotmail.com.",,Brazilian Dance,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A155885&amp;max=10
721 N. Tryon St,McColl Center for Visual Arts,"Daniel Allegrucci, best known for woodcuts of explosions, adds installations to his repertoire.",704-332-5535,Deliberate Acts,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231867&amp;max=10
,,"Gay therapists for gay people. A free telephone referral service for those seeking locally gay therapists who provide counseling services. Call and listen to the message and instructions, we will return your call with a referral. All information left is confidential and kept strictly private.",704-944-3322,Carolina Gay Therapists,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21849&amp;max=10
1427 South Blvd.,Elder Art Gallery,Featuring a solo exhibition of paintings by South Carolina artist Carl Blair.,704-370-6337,Divine Introspection,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231866&amp;max=10
,,Are you a Mac or Linux user? Would you like to be part of a welcoming community that will help you learn how to make the most of your computer and offer interesting new friendships in the process? CarolinaMUG is the answer and we want you to be a part of our growing innovative community. For more information email info@carolinamug.com or visit on the web at www.carolinamug.com.,,Carolina Mac User Group,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21962&amp;max=10
625 S. Sharon Amity Road,Jerald Melberg Gallery,"The exhibition features early paintings and pastels (dating between 1950-1970) by American landscape painter, Wolf Kahn.",704-365-3000,The Early Years,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231602&amp;max=10
,,"Learn how to navigate outdoors by using a map and compass at Carolina Orienteering Klubb's monthly meetings. Free lessons and various courses for all levels of skill. For more information, visit http://www.carolina-ok.org.",,Carolina Orienteering Klubb,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A154773&amp;max=10
301 N. Tryon St.,Discovery Place,Exhibit features a variety of live frogs from around the world and explains the survival techniques they use against predators in the wild.,704-372-6261,Fantastic Frogs,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A212099&amp;max=10
,,"Jazz meet-up group for those who love smooth/contemporary jazz. For more information, visit www.carolinasmoothjazzfriends.com or call 704-837-2062.",,Carolina Smooth Jazz Friends,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113371&amp;max=10
451 E. 36th St.,Green Rice Gallery,"Green Rice Gallery artists bring their favorite pieces together for this exhibition. Opening reception on Fri., Dec. 3, 7 p.m.-9 p.m.",704-344-0300,A Few of My Favorite Things,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230555&amp;max=10
,,"Monthly newsletter, referrals available for makeovers, therapists, fashion, significant others support and more. Membership required for information and newsletter. Phone for details 2-10pm only. CTA is open to all who identify themselves as Transgendered, Crossdressers, Transsexuals, Intersexed, et al. We do not vote on membership and are not a dating service.",336-601-0266,Carolina Trans-Sensual Alliance,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A24504&amp;max=10
2730 Randolph Rd.,Mint Museum Randolph,"The 18th century witnessed the &#147;Golden Age of English Art&#148; in which artists explored the variety and abundance of the times. Portraiture ranked high, but no aspect of English life was exempt from the artist&#146;s eye, which recorded the triumphs and changes in society.",704-337-2009,The Golden Age of English Art,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199964&amp;max=10
,,"Offers co-ed programs for U-19 Full Contact, U-15 Contact Development, and U-12 Non-Contact (ie. Tag) Rugby. If you are interested in learning more about this sport, starting a club, or joining an existing club, contact carolinayouthrugby@yahoo.com.",704-814-7754,Carolina Youth Rugby,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A21780&amp;max=10
,,"For anyone wanting to mingle with fellow artists. Free and open to all artists to discuss techniques, share critiques, learn and network. For more information, visit www.areafifteen.com. Area 15, 516 E. 15th St.",704-890-0236,Charlotte Art Meetup Group,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A109157&amp;max=10
221 West A St.,Green Door Gallery,"Ongoing exhibition of artwork by local and regional artists, including drawing, painting, pastels, mixed media, monotypes, ceramics, sculpture, photography, wood design, fabric design, stained glass and handmade jewelry.",704-932-0099,Group Show,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A17528&amp;max=10
,,"Where the big-n-beautiful women of Charlotte and their admirers can meet and mingle in a fun atmosphere. Meets twice per month. Locations vary. For more information, visit www.groups.yahoo.com/group/charlottebbwgathering.",,Charlotte Big-N-Beautiful,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A111013&amp;max=10
4621 Mount Gallant Road,Museum of York County,"Interpreter Kitty Wilson Evans' vivid portrayals of historically-documented slave Kessie inspired local artist Kaye Cloniger to write a poem and paint a series of 14 portraits that ""capture the essence and spirit of Kessie.""",803-329-2121,Heart and Soul: Portraits of Kessie,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A154386&amp;max=10
4439 Central Ave.,San Remo Restaurant,"For prayer, breakfast and fellowship. Welcomes men from all denominations. 980-253-0757.",,Charlotte Christian Men's Fellowship,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A112417&amp;max=10
2730 Randolph Rd.,Mint Museum Randolph,The exhibition showcases an array of diverse and unique platform shoes from the 1930's through the present.,704-337-2009,The Heights of Fashion: Platform Shoes Then and Now,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A158890&amp;max=10
,,"Latin and ballroom dance group meets at various locations to dance Salsa, Cha Cha, Rumba, Tango, Swing and more.  No partner required. For more information, call 704-208-7877 or visit www.charlotte-dancesport.com.",,Charlotte Dancesport,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A83769&amp;max=10
5225 Sample Road,Historic Latta Plantation,"Site tours include an optional 15 minute introductory video, a guided tour of the plantation home and a self-guided tour of the grounds.",704-875-2312,Historic Latta Plantation Tours,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A212154&amp;max=10
,,"A group for beginner through advanced West African and Latin hand drummers, including djembe, conga, bongo and more. Meets at various times throughout the month. For more information, visit www.facebook.com/group.php?gid=21093560374.",,Charlotte Drum Circle,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A108547&amp;max=10
128 E. Park Ave.%2C Suite B,"Lark & Key Gallery, Southend location","Showcasing new works by current gallery artists, such as Duy Huynh, Charlotte Foust and Anna Japp, as well as new artists to the gallery, including Kathe Fraga and Honora Jacob. Opening reception on Friday, Dec. 3, 6 p.m.-9 p.m.",704-334-4616,Holiday Group Exhibition,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231721&amp;max=10
,,"A social group welcoming runners, joggers and  walkers. Runs through Dilworth and meets for food/drinks  afterward. Meetings: Saturdays, 9 a.m., Brueggers  Bagels' parking lot, 1531 East Blvd.; Mondays, 6:30 p.m.,  Dowd YMCA porch, 400 E. Morehead St.   www.gaycharlotte.com/frontrunners.",704-372-0079,Charlotte FrontRunners,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A33760&amp;max=10
19818 N. Cove Road,Christa Faut Gallery,"Featuring jewelry, paintings, glass, ceramics, and sculptures by gallery artists.",704-892-5312,Holiday Jewelry Show and Group Exhibition,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199632&amp;max=10
,,"Not a dating service, but an activity based organization.  Schedule at www.minglesofcharlotte.com.",,Charlotte Mingles for Young Professionals,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A106548&amp;max=10
5555 Concord Pkwy. South,Charlotte Motor Speedway,"A spectacular 2.5 mile drive-through Christmas light park  and village located on the track and the infield of the  legendary Charlotte Motor Speedway. It will be one of the  largest holiday light shows in the United States. A fun and  affordable holiday destination. For more info, visit:  www.visitcarolinachristmas.com.",,Charlotte Motor Speedway Christmas Holiday Light Show,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A230822&amp;max=10
601 Providence Road%2C Suite A,Providence Gallery,"Featuring more than 150 original pieces of art by 80 artists from across the Carolinas. Opening reception with the artists on Friday, Dec. 3, from 6 p.m.-9 p.m.",704-333-4535,Holiday Square Works Show,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231881&amp;max=10
,,"An active sports/outdoor/social organization with multiple events from team sports and outdoor adventures to road trips and social gatherings. Couples and singles of all ages are welcome. For more information, visit www.choa.com.",,Charlotte Outdoor Adventures,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A113268&amp;max=10
721 N. Tryon St,McColl Center for Visual Arts,Patricia Steele Raible exhibits a series of mixed media paintings that explore the different manifestations of prayer.,704-332-5535,InnerSights,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231868&amp;max=10
,,"Parkour is a sport/discipline of quick and efficient movements that can overcome any obstacle by using the body. Meets at least every Thursday at 7 p.m. All skill levels welcome to join, learn and train. 704-576-5832. charlotteparkour@gmail.com.",,Charlotte Parkour Crew,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A110829&amp;max=10
1401 Central Ave.,Fluxomat,"The ""other"" gallery by Jacqueline Heer. Grand opening on Friday, Dec. 3, from 5 p.m.-8 p.m.",704-995-3877,"It&#146;s art in action, it&#146;s a concept, it&#146;s a game",http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A231878&amp;max=10
,,"A social club of mostly gay men, welcoming all men 21 and up. No experience necessary. We practice on Wednesday and Sunday, games are on Saturdays. www.charlotteroyals.org.",,Charlotte Royals Rugby Football Club,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A111200&amp;max=10
301 N. Tryon St.,Discovery Place,"Fun and learning go hand in hand at this exhibit for young visitors. The stimulating atmosphere relates to science and math. Children will learn by touching and testing different environments and activities, including water tables, wind tunnels, blocks, gears and air tubes.",704-372-6261,KidScience,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A199919&amp;max=10
,,"For all area alumni and fans of Florida State University. Hosts off season events and socials. For more information, you may email info@charlotteseminoleclub.com or visit www.charlotteseminoleclub.com.",,Charlotte Seminole Club,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A109385&amp;max=10
131 W. Main St.,Gaston County Museum of Art & History,The exhibition examines the history of wartime brides and the effects war had on marriage and families.,704-852-6025,Love & War: The History of Wartime Weddings,http://charlottehappenings.creativeloafing.com/gbase/Events/Event?oid=oid%3A228507&amp;max=10
