website,phone,directions,moreInfo,description,venue,name,city,startDate,performers,images,state,endDate,email
http://www.rock-fest.com,1-8-00-326-3378,"Fest grounds are located 5 miles North of Cadott, WI off Highway 27, West 2 miles on County Road S. 24447 Cty Hwy S, Cadott, WI 54727",http://www.festivals.com/viewevent.aspx?eventid=UxVk4hdewPk%3d,"Rock Fest, in its 18th year in 2011 is a 4-day outdoor rock music festival in the heart of picturesque Central Wisconsin. Set in a Natural Ampitheatre, Rock Fest has the largest campground in Wisconsin with 8000 campsites, all within easy walking distance to the Concert Grounds.  Catering to audinces upwards of 25,000 per day, Rock Fest is consistently ranked among the Top Rock Festivals in the USA. Demographic skew slightly male, with average household income of over $70,000. No free tickets to Rock Fest, all tickets are accounted for and attendees have purchasing power. Appealing to a broad age range of 18-54, this Festival offers something for its fans as well as its Corporate Sponsors.",Chippewa Valley Music Festivals,Rock Fest,Cadott,7/14/2011,"Past acts inclued: KISS, Tom Petty, John Mellencamp, Skillet, Limp Bizkit, Godsmack, Matchbox 20, Motley Crue, Poison, Cinderella, Stix, Def Leppard, Stone Temple Pilots, Boston, Steve Miller Band, Three Days Grace, Alice in Chains, & many more ... Best of Rock, Past & Present","http://www.festivals.com/gfx//backstage/1/3867/082020080740486089_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3867/082020080748207652_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3867/011020110210078172_ad.jpg",Wisconsin,7/17/2011,jill@countryfest.com
http://www.showbrazil.com,425--2541616-,Fremont,http://www.festivals.com/viewevent.aspx?eventid=2Vp%2fwuw%2bLVs%3d,"17th Annual Brazilian Carnaval.  Produce by Show Brazil Production with Live music by:  - Eduardo Mendonça & Show Brazil!    - Samba, Marcha, Choro, Pagode, and more .....    - Dance all night long          Sold out EVERY YEAR.      Tickets and Info. (425) 254-1616      www.showbrazil.com      See you there.",Nectar Lounge,Brazilian Carnaval,Seattle,3/5/2011,Eduardo Mendonca and Show Brazil!,,Washington,3/5/2011,ana@showbrazil.com
http://www.ococean.com/,800--626-2326,See website.,http://www.festivals.com/viewevent.aspx?eventid=erqGfPL4%2bUI%3d,"Four fun-filled days of Arts & Crafts, Live Entertainment and Food. Springfest is Marylands premier outdoor spring festival that has attracted visitors to Ocean City for the past 20 years. Located between the beach and famous Boardwalk, Springfest attracts around 110,000 visitors and includes over 180 arts & crafts vendors, 30 food vendors and up to 60 commerical vendors.",Inlet Parking Area,Springfest,Ocean City,5/5/2011,"George Jones - Friday, May 6, 2011 (ticketed)  Full line-up to announced.","http://www.festivals.com/gfx//backstage/1/10324/123020100106227589_thumb.jpg, http://www.festivals.com/gfx//backstage/1/10324/123020100103073251_ad.jpg",Maryland,5/5/2011,ask@ococean.com
http://www.countryfest.com,(80-0) 326-3378,"The Fest grounds are located 5 miles North of Cadott, WI off Highway 27, and West 2 miles on County Road S. 24447 County Hwy S, Cadott, WI 54727",http://www.festivals.com/viewevent.aspx?eventid=Z1zi8t06FNE%3d,"Country Fest, celebrating its 25th Anniversary in 2011 is a 4-day outdoor country music festival in the heart of picturesque Central Wisconsin. Set in a Natural Ampitheatre, Country Fest has the largest campground in Wisconsin with 8000 campsites, all within easy walking distance to the Concert Grounds.  Catering to audinces upwards of 30,000 per day, Country Fest is ranked among the Top Festivals in the USA. Demographic skew slightly female, with average household income of over $70,000. No free tickets to Country Fest, all tickets are accounted for and attendees have purchasing power. Appealing to a broad age range of 18-54, this Festival offers something for its fans as well as its Corporate Sponsors.",Chippewa Valley Music Festivals,Country Fest,Cadott,6/23/2011,"Past artists include: Brad Paisley, George Strait, Taylor Swift, Lady Antebellum, Sugarland, Kenney Chesney, Tim McGraw, Keith Urban, Toby Keith, Brooks & Dunn, Alan Jackson, Rascal Flatts, Trace Adkins, Martina McBride, Alabama, The Highwaymen & many more ... For full 2011 Award-Winning Lineup go to www.countryfest.com","http://www.festivals.com/gfx//backstage/1/3867/122320050816195000_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3867/122320050802031875_ad.jpg, http://www.festivals.com/gfx//backstage/1/3867/082020080707372339_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3867/011020110205060066_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3867/082020080709392495_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3867/011020110205505845_thumb.jpg, http://www.festivals.com/gfx//backstage/1/3867/122320050815344531_thumb.jpg",Wisconsin,6/26/2011,jill@countryfest.com
http://www.topangabanjofiddle.org,818--382-4819,"Exit Ventura Fwy (101) at Kanan Road, go south 1/4 mile to Cornell Road. Turn left and go south 2-1/2 miles to sign and entrance on right.",http://www.festivals.com/viewevent.aspx?eventid=GFQXxBYwxT4%3d,"Since 1961, Southern Californias favorite old-time, folk and bluegrass music festival has drawn thousands of visitors every year.  Its held at the Paramount Movie Ranch near Agoura in the Santa Monica Mountains National Recreation Area, on Western movie sets and mountain locations!<p>Activities and events include more than 100 singing and playing contestants, folk singing, international folk dancing, crafts booths, jamming musicians and three professional bands!  Children can enjoy crafts, songs and storytelling. Good food is also offered for sale or bring a picnic, bring your instruments, bring your mother-in-law!<p>For details call the hotline at 818-382-4819 or email info@topangabanjofiddle.org.",Paramount Movie Ranch in the  Santa Monica Mountains National Recreation Area,Topanga Banjo Fiddle Contest & Folk Festival,Agoura Hills,5/15/2011,,"http://www.festivals.com/gfx//backstage/1/428/092720060354247529_thumb.jpg, http://www.festivals.com/gfx//backstage/1/428/092720060356001127_thumb.jpg, http://www.festivals.com/gfx//backstage/1/428/092720060353019068_ad.jpg",California,5/15/2011,info@topangabanjofiddle.org
http://www.minnesotabluegrass.org,800--6353037-,1265 Snelling Ave,http://www.festivals.com/viewevent.aspx?eventid=11gcD4d%2fZsY%3d,Over $2000 in cash and prizes are offered in this pair of contests held at the Minnesota State Fair on the Heritage Square Stage over Labor Day weekend. The duet singing contest is on Friday afternoon and the flatpicking guitar contest is Saturday afternoon. In 2010 our duet winners also appeared live the same day on A Prairie Home Companion radio show.,Heritage Square Stage,Minnesota Flatpicking Guitar & Duet Championship,St. Paul,9/2/2011,,,Minnesota,9/3/2011,info@minnesotabluegrass.org
http://www.airfest.co.uk,014-32 354391,,http://www.festivals.com/viewevent.aspx?eventid=RXBonqaqeH4%3d,AirFest 2011 is a 4 day music Festival created to help raise funds for Help for Heroes,Herefordshire,AirFest 2011,herefordshire,2/6/2011,"Wurzels, Fired Up, Liberty Lies, Promethium, Andrew Stone aka Starman,Guns2Roses,Fallen Red, Aku Tu,Blues Brothers many, many more  DJ Dance stage with DJs from across England, Twilight Stage for your cmofortable listening!",,United Kingdom - England,5/6/2011,airfest2011@hotmail.co.uk
http://www.AZMatsuri.org,602-.262.5071,"7th Street & Monroe  I10 to 7th Street, turn south to Monroe, turn west.",http://www.festivals.com/viewevent.aspx?eventid=%2bluEn3E5krY%3d,"This two day Festival will feature colorful displays of authentic Japanese art, crafts, and entertainment.  Traditional Japanese food and merchandise will be on sale.",Heritage & Science Park,Matsuri:  A Festival of Japan,Phoenix,2/26/2011,"Variety:  music, dance, martial artists, kimono fashion show, Japanese Exhibits, Demonstrations, Arts and Crafts, Children’s Activities,Bonsai Displays, Japanese Food and Entertainment.",,Arizona,2/27/2011,jc@marketingideals.com
http://www.borderfest.org,956--843-2286,"From the north: 6 miles south of McAllen, Texas via 10th Street (SH 336) to Dodge Arena (on 10th Street). From the east, US 281 to SH 336 (follow McAllen exit north) one mile to Dodge Arena.",http://www.festivals.com/viewevent.aspx?eventid=MtvHsDMxLHE%3d,"<p>The Hispanic population is one of the fastest growing and influential segments in the United States, attracting the interest of marketers across the country.  </p>    Tap into this ever-important segment of the population by partnering with an international award-winning festival in one of the top 10 Hispanic DMAs in the country...BORDERFEST in Hidalgo, Texas.</p>    The historic city of Hidalgo is nestled along the banks of the Rio Grande River, just 5 miles from the Mexico border.  Aside from being the point of entry for more than 52,000 daily visitors from Mexico, Hidalgo is part of a four-county stretch called the Rio Grande Valley, which is the 10th largest Hispanic DMA in the country.  Our market boasts more than 2.8 million people (1.1 million in the Rio Grande Valley, and 1.7 million in the border towns of Mexico).  The Valley's population is 86% Hispanic, and the median age is 27.  Aside from this fixed population, the Rio Grande Valley also has a transient population of approximately 127,000 called Winter Texans.  They are winter visitors from out of state whose average stay is 3.7 months, and whose return home generally occurs in late March or early April.  These are the people, who comprise the Rio Grande Valley, and this remarkable area sets the stage for South Texas' oldest and largest cultural, heritage, and music festival called BorderFest.</p>    Hidalgo’s BorderFest celebrates a different country each year, incorporating the food, music, art, and entertainment of that country into the festival's theme.  BorderFest has won many industry awards throughout the years, competing amongst such festivals and events as the Kentucky Derby Festival, the Portland Rose Festival, The Rose Parade, and Walt Disney events.  BorderFest has competed and won top honors at both the state (Texas Festivals and Events Association) and international (International Festivals and Events Association) levels, establishing BorderFest as the premiere festival in the state of Texas and in the world (for our size and budget category of $250,000 - $750,000).  </p>    Aside from being recognized as the best festival overall, BorderFest has consistently won the gold in the areas of sponsorship and marketing, making its programs in those areas the industry standard in the state and in the world.  Find out for yourself how BorderFest delivers over-the-top performance and high return on investment to its’ sponsors, and why BorderFest is recognized as having the best overall sponsorship program, the best sponsor, the best sponsor follow-up report, and the best media relations campaign in the business. </p>",Dodge Arena,BorderFest,Hidalgo,3/3/2011,,"http://www.festivals.com/gfx//backstage/1/5833/100920061154516818_ad.jpg, http://www.festivals.com/gfx//backstage/1/5833/100920061054465864_thumb.jpg, http://www.festivals.com/gfx//backstage/1/5833/100920061050124723_thumb.jpg, http://www.festivals.com/gfx//backstage/1/5833/100920061047243153_thumb.jpg, http://www.festivals.com/gfx//backstage/1/5833/052520070648375487_thumb.jpg",Texas,3/6/2011,borderfest@borderfest.org
http://www.ntif.org,972--9434624,Mapquest - Fair Park Dallas TX,http://www.festivals.com/viewevent.aspx?eventid=fJuNjx47VYY%3d,"Over the past few years we've been both sides of the Atlantic searching out Irish music and musicians. We've hosted the music of Atlantic Canada, Scotland, Bluegrass, Immigrant America - but now we're coming home - to Ireland. The theme to the 2011 festival is Ireland, I am coming home, and we will be featuring some of the finest music and dance that Ireland has to offer.    There are few festivals that can boast the incredible musicians that the NTIF has brought to its audiences over the years. This year I believe we have outdone ourselves. ""We want more Irish musicians"" was a request that we have heard many times, and we really do listen. We also believe that traditional Irish music has had a great influence on the music this side of the pond, from Atlantic Canada all the way to the bayous of Southern Louisiana. But now we really are ""going home"" to Ireland. More exactly we are bringing Ireland to North Texas.",Fair Park,North Texas Irish Festival,Dallas,3/4/2011,"Just take a look at the lineup and see some of the great bands such as Altan, Tommy Sands, Cathie Ryan and Dervish who are appearing at NTIF for their second, third or even fourth time.",,Armenia,3/6/2011,jmiller@jmillermkt.com
