title,endHour,moreInfoLink,eventDate,venue,description,fullAddress,startHour
Jaci Velasquez,9:30 PM,http://events.myspace.com/Event/5970065/Jaci-Velasquez-in-Concert,06/26/2012,Palau Sant Jordi,Age Requirement: 0+,"Passeig Olímpic, 5, Barcelona&nbsp;&nbsp;08038",8:00 PM
Maroon 5,11:30 PM,http://events.myspace.com/Event/6918687/DOCKS,03/12/2011,DOCKS,Age Requirement: 0+,"D-22767 Hamburg, Hamburg&nbsp;DOCKS&nbsp;22767",7:00 PM
Los Lonely Boys,,http://events.myspace.com/Event/7405900/Ft-Lewis-Concert-Hall,04/05/2011,Fort Lewis College Community Concert Hall,Venue Phone#: 970-247-7657,"1000 Rim Dr, Durango&nbsp;CO&nbsp;81301",
Big Head Todd & the Monsters,,http://events.myspace.com/Event/4253320/Paramount-Theatre-and-Visual-Arts-Center,04/15/2011,Paramount Theatre and Visual Arts Center,,"913 W St Germain St, St Cloud&nbsp;MN&nbsp;56303",
Big Head Todd & the Monsters,,http://events.myspace.com/Event/4253321/Paramount-Theatre-and-Visual-Arts-Center,04/16/2011,Paramount Theatre,,"913 W St Germain St, St Cloud&nbsp;MN&nbsp;56301",
Zydamax,9:00 PM,http://events.myspace.com/Event/6599797/Sunshine-Rally--National-Holiday-Rambler-Rally,03/12/2011,Holiday Rambler National Rally / Canton Civic Center,This is the National Rally for Holiday Rambler RV Club. Zydamax will be the featured entertainment for the club members that night.          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"800 Flea Market Road, Canton&nbsp;Texas&nbsp;75103",7:00 PM
BLACKLAND,6:00 PM,http://events.myspace.com/Event/5263413/Ride-for-St-Jude,06/11/2011,St. Jude benefit ride and concert,Benefit ride and concert for St. Jude          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"McFarland Park, Florence&nbsp;Alabama&nbsp;35660",3:00 PM
Cole Stacey,11:00 PM,http://events.myspace.com/Event/6093170/MOONBEAMS--COLE-STACEYSCOTT-WARD--EDWINA-HAYES--GUESTS,06/10/2011,'MOONBEAMS' WITH EDWINA HAYES & PHIL SIMPSON,THRILLED TO BE RETURNING TO YORKSHIRE FOR THE WONDERFUL 'MOONBEAMS'. ABSOLUTELY DELIGHTED TO BE APPEARING ALONGSIDE EDWINA HAYES & PHIL SIMPSON.<br>http://www.myspace.com/moonbeamsacoustic          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"At The Bell Hotel, Driffield, East Yorkshire, Driffield&nbsp;Yorkshire&nbsp;YO25 6A",8:00 PM
Comeback Kid,10:00 PM,http://events.myspace.com/Event/6826449/Sick-Of-It-All--Comeback-Kid,03/12/2011,John Bull Music Hall w/ Sick Of It All,Age Requirement: 0+,"Engenheiro Rebouças, 1645, Curitiba&nbsp;PR&nbsp;80230",6:00 PM
Comeback Kid,10:00 PM,http://events.myspace.com/Event/6826512/Sick-Of-It-All--Comeback-Kid,03/13/2011,Carioca Club w/ Sick Of It All,Age Requirement: 0+,"Rua Cardeal Arcoverde 2899, Sao Paulo&nbsp;Sao Paulo&nbsp;05407-004",6:00 PM
Comeback Kid,11:30 PM,http://events.myspace.com/Event/6826583/Sick-Of-It-All--Comeback-Kid,03/15/2011,Galpon 11 w/ Sick Of It All,Age Requirement: 0+,"Sargento Cabral y el Rio, Rosario&nbsp;&nbsp",6:00 PM
Comeback Kid,11:00 PM,http://events.myspace.com/Event/6826620/Sick-Of-It-All--Comeback-Kid,03/16/2011,Teatro colegiales w/ Sick Of It All,Age Requirement: 0+,"Av. Federico Lacroze 3455 (y Alvarez Thomas), Capital Federal&nbsp;Buenos Air&nbsp",6:00 PM
Comeback Kid,11:00 PM,http://events.myspace.com/Event/6826684/Sick-Of-It-All--Comeback-Kid,03/17/2011,Teatro Novedades w/ Sick Of It All,Age Requirement: 0+,"Cueto 257, Santiago&nbsp;&nbsp",6:00 PM
Comeback Kid,11:00 PM,http://events.myspace.com/Event/6826777/Sick-Of-It-All--Comeback-Kid,03/18/2011,Barranco Bar w/ Sick Of It All,Age Requirement: 0+,"Plaza Butters 291, Lima&nbsp;&nbsp",6:30 PM
Comeback Kid,11:00 PM,http://events.myspace.com/Event/6826836/Sick-Of-It-All--Comeback-Kid,03/20/2011,Teatro Metro Bogota w/ Sick Of It All,Age Requirement: 0+,"Calle 34 # 13-28, Bogota&nbsp;&nbsp",6:00 PM
BuKnas de Culiacan,10:30 PM,http://events.myspace.com/Event/7435044/PRIVADA-DE-BUKNAS,07/16/2011,?,Age Requirement: 0+,"?, ?&nbsp;?&nbsp;",6:00 PM
The Black Keys,11:30 PM,http://events.myspace.com/Event/7399979/The-Black-Keys,03/24/2011,Rote Fabrik - Aktionshalle,on sale 9/15          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Seestrasse 395, Zürich&nbsp;Zürich&nbsp;Züric",7:00 PM
USX,10:00 PM,http://events.myspace.com/Event/2110861/US-Christmas,04/20/2011,Stroker’s Self Gratification Lounge w/ SAVIOURS!!!!!,Age Requirement: 0+,Stumptown&nbsp;North Carolina&nbsp,8:00 PM
The Last Internationale,,http://events.myspace.com/Event/7452589/American-Legion,,,,,9:00 PM
Zoe Boekbinder,11:30 PM,http://events.myspace.com/Event/4499062/see-calendar-widget-below,12/31/2011,see calendar below,Age Requirement: 0+,"tour, tour&nbsp;tour&nbsp;22222",9:00 PM
The Dangerous Summer,,http://events.myspace.com/Event/7401281/Triple-Rock-w-VersaEmerge-Anarbor-and-Conditions,,,,,8:30 PM
TERROR,,http://events.myspace.com/Event/4416330/Hell-On-Earth-Tour,,,,,6:00 PM
U2,,http://events.myspace.com/Event/7557763/U2,07/08/2011,Hippodrome de Montréal,,"5375 Rue des Jockeys, Montréal&nbsp;QC&nbsp;H4P 2T8",
U2,,http://events.myspace.com/Event/7557765/U2,07/09/2011,Hippodrome de Montréal,,"5375 Rue des Jockeys, Montréal&nbsp;QC&nbsp;H4P 2T8",
Eric Clapton,,http://events.myspace.com/Event/7502750/Eric-Clapton,05/09/2011,The 02 Dublin,,"Merchant's Quay, Dublin&nbsp;&nbsp",
Eric Clapton,,http://events.myspace.com/Event/7502751/Eric-Clapton,05/10/2011,Odyssey Arena,,"Queen's Quay, Belfast&nbsp;Belfast&nbsp;BT3 9",
Eric Clapton,,http://events.myspace.com/Event/7483148/Eric-Clapton,05/14/2011,Cardiff International Arena,,"Mary Ann St, Cardiff&nbsp;Cardiff&nbsp;CF10 2",
Eric Clapton,,http://events.myspace.com/Event/7502752/Eric-Clapton,05/17/2011,Royal Albert Hall,,"Kensington Gore, London&nbsp;Greater Lo&nbsp;SW7 2",
Eric Clapton,,http://events.myspace.com/Event/7502753/Eric-Clapton,05/18/2011,Royal Albert Hall,,"Kensington Gore, London&nbsp;Greater Lo&nbsp;SW7 2",
Eric Clapton,,http://events.myspace.com/Event/7502754/Eric-Clapton,05/20/2011,Royal Albert Hall,,"Kensington Gore, London&nbsp;Greater Lo&nbsp;SW7 2",
Eric Clapton,,http://events.myspace.com/Event/7483149/Eric-Clapton,05/21/2011,Royal Albert Hall,,"Kensington Gore, London&nbsp;Greater Lo&nbsp;SW7 2",
Eric Clapton,,http://events.myspace.com/Event/7516705/Eric-Clapton,05/23/2011,Royal Albert Hall,,"Kensington Gore, London&nbsp;Greater Lo&nbsp;SW7 2",
Eric Clapton,,http://events.myspace.com/Event/7516706/Eric-Clapton,05/24/2011,Royal Albert Hall,,"Kensington Gore, London&nbsp;Greater Lo&nbsp;SW7 2",
Peter Frampton,11:00 PM,http://events.myspace.com/Event/7563840/Peter-Frampton,03/01/2011,The Assembly,Age Requirement: 0+,"Spencer St, Leamington Spa&nbsp;Warwickshi&nbsp;CV31 3",8:00 PM
Peter Frampton,11:00 PM,http://events.myspace.com/Event/7563935/Peter-Frampton,03/02/2011,ABC Academy,Age Requirement: 0+,"glasgow, Glasgow&nbsp;Glasgow&nbsp;fk1",8:00 PM
Peter Frampton,11:00 PM,http://events.myspace.com/Event/7563979/Peter-Frampton,03/03/2011,Manchester Academy 2,Age Requirement: 0+,"Oxford Road, Manchester&nbsp;&nbsp;M13 9P",8:00 PM
Peter Frampton,11:00 PM,http://events.myspace.com/Event/7564005/Peter-Frampton,03/05/2011,Shepherds Bush Empire,Age Requirement: 0+,"56 Shepherd's Bush Green, London&nbsp;London&nbsp;W12 8",8:00 PM
Peter Frampton,11:00 PM,http://events.myspace.com/Event/7564052/Peter-Frampton,03/06/2011,Academy,Age Requirement: 0+,"Frogmore Street, Bristol&nbsp;&nbsp;BS1 5N",8:00 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6541001/Blu-Kuda,02/25/2011,On the Rocks,Age Requirement: 21+,"5815 Karric Square, Dublin&nbsp;OH&nbsp;43016",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6544411/Jonny-V,03/25/2011,Doolin's,Age Requirement: 21+,"841 Hill Road North, Pickerington&nbsp;OH&nbsp;43147",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6560148/Blu-Kuda,04/08/2011,Captain Jack's,Age Requirement: 21+,"1314 Hebron Rd (St.Rt.79), Heath&nbsp;OH&nbsp;43056",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6540982/Blu-Kuda,04/09/2011,On the Rocks,Age Requirement: 21+,"5815 Karric Square, Dublin&nbsp;OH&nbsp;43016",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6544426/Jonny-V,05/07/2011,Doolin's,Age Requirement: 21+,"841 Hill Road North, Pickerington&nbsp;OH&nbsp;43147",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6540962/Blu-Kuda,05/20/2011,On the Rocks,Age Requirement: 21+,"5815 Karric Square, Dublin&nbsp;OH&nbsp;43016",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6560187/Blu-Kuda,05/21/2011,Captain Jack's,Age Requirement: 21+,"1314 Hebron Rd (St.Rt.79), Heath&nbsp;OH&nbsp;43056",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6540942/Blu-Kuda,07/01/2011,On the Rocks,Age Requirement: 21+,"5815 Karric Square, Dublin&nbsp;OH&nbsp;43016",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6544449/Jonny-V,07/15/2011,Doolin's,Age Requirement: 21+,"841 Hill Road North, Pickerington&nbsp;OH&nbsp;43147",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6560247/Blu-Kuda,08/13/2011,Captain Jack's,Age Requirement: 21+,"1314 Hebron Rd (St.Rt.79), Heath&nbsp;OH&nbsp;43056",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6540922/Blu-Kuda,08/27/2011,On the Rocks,Age Requirement: 21+,"5815 Karric Square, Dublin&nbsp;OH&nbsp;43016",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6544466/Jonny-V,09/10/2011,Doolin's,Age Requirement: 21+,"841 Hill Road North, Pickerington&nbsp;OH&nbsp;43147",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6540897/Blu-Kuda,09/24/2011,On the Rocks,Age Requirement: 21+,"5815 Karric Square, Dublin&nbsp;OH&nbsp;43016",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6560283/Blu-Kuda,10/08/2011,Captain Jack's,Age Requirement: 21+,"1314 Hebron Rd (St.Rt.79), Heath&nbsp;OH&nbsp;43056",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6540882/Blu-Kuda,11/05/2011,On the Rocks,Age Requirement: 21+,"5815 Karric Square, Dublin&nbsp;OH&nbsp;43016",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6544480/Jonny-V,11/18/2011,Doolin's,Age Requirement: 21+,"841 Hill Road North, Pickerington&nbsp;OH&nbsp;43147",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6560317/Blu-Kuda,12/17/2011,Captain Jack's,Age Requirement: 21+,"1314 Hebron Rd (St.Rt.79), Heath&nbsp;OH&nbsp;43056",9:30 PM
Blu Kuda,1:30 AM,http://events.myspace.com/Event/6540853/Blu-Kuda,12/31/2011,On the Rocks,Age Requirement: 21+,"5815 Karric Square, Dublin&nbsp;OH&nbsp;43016",9:30 PM
Roger Waters,,http://events.myspace.com/Event/7516701/Roger-Waters,04/11/2011,Gelredome,,Arnhem&nbsp;Gelderland&nbsp;6841,
Roger Waters,,http://events.myspace.com/Event/7502743/Roger-Waters,05/18/2011,O2 arena,,"London Rd, Liverpool&nbsp;Liverpool&nbsp;L3 8",
Roger Waters,,http://events.myspace.com/Event/7516702/Roger-Waters,05/31/2011,Palais omnisports de Bercy,,"12 Boulevard de Bercy, Paris&nbsp;Ile-de-Fra&nbsp;75012",
Roger Waters,,http://events.myspace.com/Event/7502744/Roger-Waters,06/28/2011,men area,,Manchester&nbsp;Greater Ma&nbsp;M40 1,
Roger Waters,,http://events.myspace.com/Event/7502745/Roger-Waters,06/29/2011,men area,,Manchester&nbsp;Greater Ma&nbsp;M40 1,
Molasses Jax,1:00 AM,http://events.myspace.com/Event/6701187/Live--The-Carleton-Hotel-Crimson-Moon,02/26/2011,Carleton Hotel Bar,"The new Kids on the block Crimson Moon Invade The Carleton Hotel Bar, with music that makes you jump out of your seat and dance!          	                	      	          	      	<br><br>  					    						Age Requirement: 0+","927 Monroe St, Carleton&nbsp;Mich&nbsp;48117",9:00 PM
All Time Low,11:30 PM,http://events.myspace.com/Event/7488740/All-Time-Low,03/03/2011,Rock City,Age Requirement: 0+,"8 Talbot Street, Nottingham&nbsp;&nbsp;NG1 5G",8:00 PM
All Time Low,11:30 PM,http://events.myspace.com/Event/7488742/All-Time-Low,03/04/2011,Academy,Age Requirement: 0+,"16 - 18 Horsefair, Bristol Street, Birmingham&nbsp;&nbsp;B1 1D",8:00 PM
All Time Low,11:30 PM,http://events.myspace.com/Event/7488743/All-Time-Low,03/05/2011,Newport Centre,Age Requirement: 0+,"Kingsway, Newport&nbsp;&nbsp;NP20 1U",8:00 PM
All Time Low,11:30 PM,http://events.myspace.com/Event/7488744/All-Time-Low,03/06/2011,Liverpool University,Age Requirement: 0+,"Liverpool, Liverpool&nbsp;&nbsp;L69 3B",8:00 PM
All Time Low,11:30 PM,http://events.myspace.com/Event/7488785/All-Time-Low,03/07/2011,Academy,Age Requirement: 0+,"55 Cookridge St, Leeds&nbsp;&nbsp;LS2 3A",8:00 PM
All Time Low,11:30 PM,http://events.myspace.com/Event/7488805/All-Time-Low,03/09/2011,Barrowlands,Age Requirement: 0+,"244 Gallowgate, Glasgow&nbsp;&nbsp;G4",8:00 PM
All Time Low,11:30 PM,http://events.myspace.com/Event/7488831/All-Time-Low,03/10/2011,Academy,Age Requirement: 0+,"Westgate Road, Newcastle&nbsp;&nbsp;NE1 1S",8:00 PM
All Time Low,11:30 PM,http://events.myspace.com/Event/7488851/All-Time-Low,03/11/2011,Apollo,Age Requirement: 0+,"Stockport Road, Manchester&nbsp;&nbsp;M12 6A",8:00 PM
All Time Low,11:30 PM,http://events.myspace.com/Event/7488873/All-Time-Low,03/12/2011,Academy,Age Requirement: 0+,"211 Stockwell Rd., Brixton&nbsp;&nbsp;SW9 9S",8:00 PM
Skillet,11:30 PM,http://events.myspace.com/Event/7469868/Skillet,06/25/2011,Canada's Wonderland,Age Requirement: 0+,"9740 Jane Street, Toronto&nbsp;ON&nbsp;L6A 1S6",6:00 PM
Skillet,11:00 PM,http://events.myspace.com/Event/7470093/Skillet,09/17/2011,Cedar Point Park,Age Requirement: 0+,"One Cedar Point Drive, Sandusky&nbsp;OH&nbsp;44870",6:00 PM
Skillet,11:00 PM,http://events.myspace.com/Event/7470271/Winterfest,12/30/2011,Liberty University - Vines Center,Age Requirement: 0+,"1971 University Blvd., Lynchburg&nbsp;VA&nbsp;24502",6:00 PM
Murderdolls,11:30 PM,http://events.myspace.com/Event/7489513/Soundwave,02/26/2011,Soundwave at RNA Showgrounds,Age Requirement: 0+,"1, Brisbane&nbsp;NSW&nbsp;2256",12:00 PM
Murderdolls,11:30 PM,http://events.myspace.com/Event/7489588/Soundwave-Festival,02/27/2011,Eastern Creek Raceway,Soundwave Festival          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"1, Sydney&nbsp;NSW&nbsp;2000",12:00 PM
Murderdolls,11:30 PM,http://events.myspace.com/Event/7489609/Soundwave-Festival,03/04/2011,Soundwave Festival at Melbourne Showgrounds,Soundwave Festival          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Cnr Epsom & Langs Road, Ascot Vale&nbsp;VIC&nbsp;3032",12:00 PM
Murderdolls,11:30 PM,http://events.myspace.com/Event/7489623/Soundwave-Festival,03/05/2011,Bonython Park,Soundwave Festival          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"Bonython Park, Adelaide&nbsp;Australia&nbsp",12:00 PM
Murderdolls,11:30 PM,http://events.myspace.com/Event/7489646/Soundwave-Festival,03/07/2011,Soundwave Festival at Steel Blue Oval,Soundwave Festival          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"1, Perth&nbsp;TAS&nbsp;7300",12:00 PM
Yellowcard,11:00 PM,http://events.myspace.com/Event/7498267/Yellowcard-at-Olympia-Theatre,03/01/2011,Olympia,On tour with All Time Low!          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"72 Dame Street Dublin 2, Ireland - 01 679 3323, Dublin&nbsp;&nbsp",7:00 PM
Yellowcard,10:00 PM,http://events.myspace.com/Event/7492857/Rock-City,03/03/2011,Rock City,Yellowcard is heading to the UK with All Time Low          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"8 Talbot St, Nottingham&nbsp;&nbsp;NG1 5G",7:00 PM
Yellowcard,10:00 PM,http://events.myspace.com/Event/7492914/Academy,03/04/2011,Academy,Yellowcard is heading to the UK with All Time Low          	                	      	          	      	<br><br>  					    						Age Requirement: 0+,"16 - 18 Horsefair, Bristol Street, Birmingham&nbsp;&nbsp;B1 1D",7:00 PM
Yellowcard,10:00 PM,http://events.myspace.com/Event/7492936/Centre,03/05/2011,Centre,Age Requirement: 0+,"Kingsway, Newport&nbsp;&nbsp;NP20 1U",7:00 AM
Yellowcard,10:00 PM,http://events.myspace.com/Event/7492963/University,03/06/2011,University,Age Requirement: 0+,"Liverpool University, Liverpool&nbsp;&nbsp;L69 3B",7:00 PM
Yellowcard,10:00 PM,http://events.myspace.com/Event/7492987/Academy,03/07/2011,Academy,Age Requirement: 0+,"55 Cookridge St, Leeds&nbsp;&nbsp;LS2 3A",7:00 PM
Yellowcard,10:00 PM,http://events.myspace.com/Event/7493013/Barrowlands,03/09/2011,Barrowlands,Age Requirement: 0+,"244 Gallowgate, Glasgow, &nbsp;&nbsp;G4",7:00 PM
Yellowcard,10:00 PM,http://events.myspace.com/Event/7493052/O2-Academy,03/10/2011,O2 Academy,Age Requirement: 0+,"Westgate Road, Newcastle&nbsp;&nbsp;NE1 1S",7:00 PM
Yellowcard,10:00 PM,http://events.myspace.com/Event/7493079/Apollo,03/11/2011,Apollo,Age Requirement: 0+,"Stockport Road, Manchester&nbsp;&nbsp;M12 6A",7:00 PM
Yellowcard,10:00 PM,http://events.myspace.com/Event/7493113/Academy,03/12/2011,Academy,Age Requirement: 0+,"211 Stockwell Rd., London&nbsp;&nbsp;SW9 9S",7:00 PM
coheed and cambria,11:30 PM,http://events.myspace.com/Event/7479480/Coheed-And-Cambria-at-Soundwave,02/26/2011,Soundwave Festival - RNA Showgrounds,Age Requirement: 0+,"600 Gregory Terrace, Brisbane&nbsp;Queensland&nbsp;4006",12:00 PM
coheed and cambria,11:30 PM,http://events.myspace.com/Event/7479528/Coheed-And-Cambria-at-Soundwave,02/27/2011,Soundwave Festival - Eastern Creek Raceway,Age Requirement: 0+,"Brabham Drive / Ferrers Road, Sydney&nbsp;AU&nbsp;NSW 2766",12:00 PM
coheed and cambria,11:30 PM,http://events.myspace.com/Event/7479557/Coheed-And-Cambria-at-Soundwave,03/04/2011,Soundwave Festival - Showgrounds,Age Requirement: 0+,"epson road, Melbourne&nbsp;vic&nbsp;3032",12:00 PM
coheed and cambria,,http://events.myspace.com/Event/7483551/Soundwave-Fest--Melbourne,03/04/2011,Royal Melbourne Showgrounds,"Iron Maiden, Queens of the Stone Age, more","Epsom Rd, Ascot Vale&nbsp;VIC&nbsp;3032",
coheed and cambria,11:30 PM,http://events.myspace.com/Event/7479591/Coheed-And-Cambria-at-Soundwave,03/05/2011,Soundwave Festival - Bonython Park,Age Requirement: 0+,"Port Road, Adelaide&nbsp;AU&nbsp;SA 5000",12:00 PM
coheed and cambria,11:30 PM,http://events.myspace.com/Event/7479624/Coheed-And-Cambria-at-Soundwave,03/07/2011,Soundwave Festival - Steel Blue Oval,Age Requirement: 0+,"Corner Guildford Road & West Road, Perth&nbsp;WA&nbsp;6054",12:00 PM
The Avett Brothers,,http://events.myspace.com/Event/5087191/Starry-Night-The-Los-Angeles-Tennis-Center-at-UCLA-wKeith-,06/23/2011,Los Angeles Tennis Center,Starry Night  A GRAMMY Foundation signature concert to feature performances by Keith Urban and the Avett Brothers to benefit educational programs.<br>,Los Angeles&nbsp;CA&nbsp;90095,
New Found Glory,11:30 PM,http://events.myspace.com/Event/7478659/New-Found-Glory,02/23/2011,Tennis Indoor,Age Requirement: 0+,"Senayan, Jakarta&nbsp;Jakarta&nbsp;15412",7:00 PM
MxPx,,http://events.myspace.com/Event/7532225/Soundwave-Festival,02/26/2011,Brisbane Showgrounds,,"Gregory Terrace, Spring Hill&nbsp;QLD&nbsp;4000",
MxPx,9:00 PM,http://events.myspace.com/Event/7528625/Soundwave-2011--MxPx-All-Stars,02/26/2011,RNA Showgrounds,Age Requirement: 0+,"600 Gregory Terrace, Brisbane, Brisbane&nbsp;QLD&nbsp;4006",12:00 PM
MxPx,9:00 PM,http://events.myspace.com/Event/7528617/Soundwave-2011--MxPx-All-Stars,02/27/2011,Eastern Creek Raceway,Age Requirement: 0+,"Brabham Drive/Ferrers Road, Eastern Creek NSW 2766, Sydney&nbsp;AU&nbsp;2766",12:00 PM
MxPx,9:00 PM,http://events.myspace.com/Event/7528654/Soundwave-2011--MxPx-All-Stars,03/04/2011,Melbourne Show Grounds,Age Requirement: 0+,"Epsom Road, Ascot Vale&nbsp;VIC&nbsp;3032",12:00 PM
