phone,moreDetailURL,latitude,name,address,admission,date,venue,description,externalURL,longitude
614-849-0227,http://www.experiencecolumbus.com/event-detail.cfm/event/Columbus%2DDance%2DTheatre%3A%2DCourage/id/24551,39.958332,Columbus Dance Theatre: Courage,"592 E. Main St., Columbus, OH 43215",$12-$28,03/04/2011 - 03/05/2011,"Fisher Theatre, Columbus Dance Theatre","Courage, a new evening length work by Tim Veach will highlight the month of March. This collaborative, multi-media work will feature an original score for string quartet by Carpe Diem member Korine Fujiwara. The work confronts what it means to be courageous in the face of fear, injustice, and the unknown.",http://www.coldancetheatre.org,-82.983754
"800-745-3000, 614-469-0939",http://www.experiencecolumbus.com/event-detail.cfm/event/BalletMet%3A%2DBalletMet%2DUp%2DClose/id/24040,39.969885,BalletMet: BalletMet Up Close,"322 Mt. Vernon Ave., Columbus, OH 43215",$35,03/11/2011 - 03/26/2011,BalletMet Performance Space,"Step into spring with the action-packed BalletMet Up Close, in the BalletMet Performance Space. Audiences will feel the energy and intensity of movement and watch the dancers power through the diverse mix of new works from guest choreographers and BalletMet dancer Jimmy Orrante, plus Harrison McEldowney's hilarious Group Therapy.",http://www.balletmet.org,-82.992632
"614-645-0642, 614-645-KING",http://www.experiencecolumbus.com/event-detail.cfm/event/DanceAfrica%21/id/25395,39.9701669,DanceAfrica!,"867 Mt. Vernon Ave., Columbus, OH 43203",$30,03/18/2011 - 03/20/2011,The King Arts Complex,"Back by Popular Demand: DanceAfrica embodies tradition, as well as a spirit of change and growth reaching back into the past and forward into the future, embracing the links between cultures across the African Diaspora, always bearing the message, ""Peace, love, and respect for everybody!"" Dr. Charles ""Chuck"" Davis, founder and Artistic Director of the African American Dance Ensemble will perform magic with local dancers and rhythms deeply rooted in the traditions of Africa.",http://www.kingartscomplex.com,-82.979941
"614-645-0642, 614-645-KING",http://www.experiencecolumbus.com/event-detail.cfm/event/Dance%2DDrum%2DWorkshop%2Dwith%2DThiossane%2DWest%2DAfrican%2DDance%2DInstitute/id/27162,39.9701669,Dance & Drum Workshop with Thiossane West African Dance Institute,"867 Mt. Vernon Ave., Columbus, OH 43203",$10-$15,03/26/2011,The King Arts Complex,"Workshop includes a warm up, instruction of basic movement and introduction of dance origins that will provide an opportunity to understand the language of the drum as it relates to the techniques.",http://www.kingartscomplex.com,-82.979941
614-221-4341,http://www.experiencecolumbus.com/event-detail.cfm/event/Big%2DBuddha%2DSports%2DCard%2DShow/id/27277,39.962219,Big Buddha Sports Card Show,"300 W. Broad St., Columbus, OH 43215",,03/11/2011 - 03/13/2011,Veterans Memorial,,http://www.fcvm.com,-83.0085486
614-221-4341,http://www.experiencecolumbus.com/event-detail.cfm/event/International%2DGem%2DJewelry%2DShow/id/27276,39.962219,International Gem & Jewelry Show,"300 W. Broad St., Columbus, OH 43215",,03/11/2011 - 03/13/2011,Veterans Memorial,,http://www.fcvm.com,-83.0085486
614-799-2232,http://www.experiencecolumbus.com/event-detail.cfm/event/Columbus%2DInternational%2DAuto%2DShow/id/25664,39.9722857,Columbus International Auto Show,"400 N. High St., Columbus, OH 43215",$8. Children 12 and under free,03/17/2011 - 03/20/2011,Greater Columbus Convention Center,"More than 448,000 visitors came to the auto show last year. See what's new in the auto industry and the hottest cars around.",http://www.columbusautoshow.com,-83.0008507
614-889-7582,http://www.experiencecolumbus.com/event-detail.cfm/event/SPACE%2D%2D%2DSmall%2DPress%2DAlternative%2DComics%2DExpo/id/27080,40.065396,SPACE - Small Press & Alternative Comics Expo,"4900 Sinclair Rd., Columbus, OH 43229",$5 per day. $8 per weekend,03/19/2011 - 03/20/2011,Ramada Plaza Hotel & Conference Center,"The Midwest's largest exhibition of small press, alternative and creator-owned comics will have more than 180 exhibitors.",http://www.backporchcomics.com,-82.997238
740-452-4541,http://www.experiencecolumbus.com/event-detail.cfm/event/Memories%2DScrapbooking%2DExpo/id/26925,40.004578,Memories Scrapbooking Expo,"717 E. 17th Ave., Columbus, OH 43211",$10,03/25/2011 - 03/26/2011,Ohio Expo Center,"Public event for scrap bookers, rubber stampers and paper crafters. Shopping, classes, make-and-takes, demos, crop parties and prizes. Lots of fun for the entire family.",http://www.ohioexpocenter.com,-82.990338
614-583-5310,http://www.experiencecolumbus.com/event-detail.cfm/event/Exhibit%3A%2DUpper%2DArlington%2DHigh%2DSchool/id/27004,40.0295236,Exhibit: Upper Arlington High School,"3600 Tremont Rd., Upper Arlington, 43221",,03/03/2011 - 03/15/2011,Upper Arlington Concourse Gallery,Enjoy works by students creating art in our schools. Students at Upper Arlington High School and Wellington bring their artwork for visitors to view in the Concourse Gallery.,http://www.uaoh.net,-83.0536494
614-880-2290,http://www.experiencecolumbus.com/event-detail.cfm/event/Exhibit%3A%2DExpression%3A%2DColors%2Dof%2DSpring/id/27196,41.111492,Exhibit: Expression: Colors of Spring,"1765 W. Market St., Akron, 44313",Free,03/04/2011 - 03/31/2011,Akrona Galleries,March is Multiple Sclerosis Awareness Month in Ohio. As an effort to rise awareness about the disease and the people it affects Akrona Galleries will be hosting an art exhibit by artists living with MS and their family members.,http://www.msohiobuckeye.org,-81.5716379
614-644-6874,http://www.experiencecolumbus.com/event-detail.cfm/event/Exhibit%3A%2DForever%2DFree%3A%2DAbraham%2DLincoln%27s%2DJourney%2Dto%2DEmancipation/id/26843,39.980935,Exhibit: Forever Free: Abraham Lincoln's Journey to Emancipation,"274 E. 1st Avenue, Columbus, OH 43201",Free,03/07/2011 - 04/15/2011,State Library of Ohio,"Why did a nation founded on ideals of freedom and equality tolerate for so long one of the harshest labor systems the world has known? A traveling exhibition looks for answers to this question by tracing Abraham Lincoln's gradual transformation from an antislavery moderate into ""The Great Emancipator,"" who began the process to free all slaves with a revolutionary war-time proclamation in 1863. The Forever Free exhibit offers Ohioans an opportunity to learn more about how the long and brutal Civil War influenced Abraham Lincoln's decision on emancipation of the slaves. The exhibit reveals how Lincoln's values and beliefs guided him through the greatest moral conflict of his time to become one of our greatest Presidents.",http://www.library.ohio.gov,-82.99532
614-889-7444,http://www.experiencecolumbus.com/event-detail.cfm/event/Exhibit%3A%2DGene%2DFriley%3A%2DAll%2Dabout%2DEvenatom/id/27336,40.112473,Exhibit: Gene Friley: All about Evenatom,"7125 Riverside Dr., Dublin, 43016",,03/08/2011 - 04/22/2011,Dublin Arts Council,"Professor Emeritus Eugene Friley, The Ohio State University class of 1947 (BFA) and class of 1949 (MFA), taught in the ceramics program for more than 40 years. He entered OSU in 1939 and became a ceramic engineering major, but placed his studies on hold to serve in the Air Force as a B-29 bombardier in World War II-Pacific Theatre. After the war, he returned to OSU, finished his degrees as a ceramic art major and joined the faculty. Friley's studio work includes ceramics, drawing, painting, public art and garden sculptures. With innovative uses of ceramic materials, figurative forms and playful organic designs, nature's presence abounds in his art. All about Evenatom features thematic reliefs and ceramic sculptures with explorations of diverse and compelling subjects, such as black holes and Einstein's formula.",http://www.dublinarts.org,-83.111098
614-583-5310,http://www.experiencecolumbus.com/event-detail.cfm/event/Exhibit%3A%2DImage%2DSelf%3A%2DArdine%2DNelson/id/27005,40.0295236,Exhibit: Image-Self: Ardine Nelson,"3600 Tremont Rd., Upper Arlington, 43221",,03/21/2011 - 04/22/2011,Upper Arlington Concourse Gallery,"Department of Art Professor and 2008 Guggenheim Fellow Ardine Nelson developed a collaborative project with 23 students that address the question, How does one understand self through image? Throughout the summer and fall Nelson created large-scale formal studio portraits of students. Each student was given a copy of her portrait, and full liberty to alter it-in any manner she chose-to more fully and corporeally capture and reflect her understanding of self. Support provided by the Department of Women's Studies and the Coca-Cola Critical Difference for Women Research on Women, Gender and Gender Equity Grant.",http://www.uaoh.net,-83.0536494
614-292-3535,http://www.experiencecolumbus.com/event-detail.cfm/event/Exhibit%3A%2DDouble%2DSexus%3A%2DHans%2DBellmer%2Dand%2DLouise%2DBourgeois/id/26913,40.000675,Exhibit: Double Sexus: Hans Bellmer and Louise Bourgeois,"1871 N. High St., Columbus, OH 43210",$5,03/26/2011 - 08/07/2011,Wexner Center for the Arts,"This two-gallery presentation marks the U.S. debut of a major exhibition from Berlin, Germany, that explores connections and contrasts between two influential and historically significant artists. Louise Bourgeois (1911-2010), a famed sculptor who received the Wexner Prize in 1999, and Hans Bellmer (1902-1975), a German sculptor and photographer often associated with surrealism, are both noted for their investigations of sexuality, desire, gender, and the body. Featuring sculpture, photography, and works on paper, the show examines their expressive approaches to these provocative topics. Organized by the Nationalgalerie, Berlin, in cooperation with the Wexner Center.",http://www.wexarts.org,-83.0082
614-292-3535,http://www.experiencecolumbus.com/event-detail.cfm/event/Exhibit%3A%2DNathalie%2DDjurberg/id/26912,40.000675,Exhibit: Nathalie Djurberg,"1871 N. High St., Columbus, OH 43210",$5,03/26/2011 - 08/07/2011,Wexner Center for the Arts,"Nathalie Djurberg is a Swedish-born installation artist who dramatizes feminist and psychoanalytic concerns using claymation video, music, and sculpture. She often uses all three in concert to create immersive gallery environments. Her carefully crafted animation and painterly use of color infuse her sculptures and films with a peculiar beauty that frames her psychic explorations.",http://www.wexarts.org,-83.0082
614-292-3535,http://www.experiencecolumbus.com/event-detail.cfm/event/Exhibit%3A%2DPipilotti%2DRist/id/26914,40.000675,Exhibit: Pipilotti Rist,"1871 N. High St., Columbus, OH 43210",$5,03/26/2011 - 08/07/2011,Wexner Center for the Arts,"The renowned Swiss artist - a pioneer of using moving images in installation art - makes her solo debut in Columbus with a new site-specific project for one gallery. Her recent videos are driven by her interest in the transformative power of color. Often filled with whimsy, they toe the line between fantasy and reality. She makes the commonplace seem expected and fascinating by taking familiar subjects, such as the body, and divorcing them from traditional representations through her manipulation of color. Her videos and installations create wholly familiar yet strangely sensual environs. Her project for the Wexner Center will use her recent ideas as a platform for a wholly new work.",http://www.wexarts.org,-83.0082
614-431-2600,http://www.experiencecolumbus.com/event-detail.cfm/event/Arnold%2DSports%2DFestival/id/24425,39.9614903,Arnold Sports Festival,"400 N. High St., 200 W. Nationwide Blvd., 405 Neil Ave. and 300 W. Broad St., Columbus, OH 43215",$15 EXPO ticket or $10 in advance. An EXPO ticket provides admission to Fitness EXPO and most sport events.,03/03/2011 - 03/06/2011,"Greater Columbus Convention Center, Nationwide Arena, The LC, Veterans Memorial","The Arnold Sports Festival, co-produced by California Governor Arnold Schwarzenegger and Jim Lorimer, is the largest multi-sport festival in the nation. The March 3-6 event will attract an estimated 175,000 attendees to see nearly 18,000 athletes competing in 45 sports and events, including 12 Olympic sports. The Arnold Fitness EXPO, a highlight of the festival, takes place at the Greater Columbus Convention Center. It features more than 700 exhibit booths offering the latest in fitness apparel, equipment, training tools, nutrition and entertainment. New to the festival in 2011 are an IFBB sanctioned Bikini International competition, the Arnold Sports Film Festival, the Arnold Track and Field Championships, the Arnold Hockey Challenge, and the Ultimate Teen Challenge, a weightlifting event.",http://www.arnoldsportsfestival.com,-83.006818
614-431-2600,http://www.experiencecolumbus.com/event-detail.cfm/event/Arnold%2DSports%2DFilm%2DFestival/id/25904,39.9680506,Arnold Sports Film Festival,"175 W. Nationwide Blvd., Columbus, OH 43215",,03/04/2011 - 03/06/2011,Arena Grand Theatre,"The Arnold Sports Film Festival will be held March 4-6, 2011 in Columbus, Ohio, in conjunction with the Arnold Sports Festival. The Arnold Sports Film Festival will be committed to the discovery, nurture and presentation of the best short-form international filmmaking focused on personal athletic endeavor. The ASFF will complement and extend the largest multi-sport event in the world, which was founded in 1989 by California Gov. Arnold Schwarzenegger. Filmmakers of all ages will be invited to submit films less than 15 minutes in length to the ASFF in a variety of categories including narrative, documentary, animated, and broadcast films. The films should explore the lives, efforts, inspirations, and hopes of people striving for achievement in individual athletic pursuits ranging from bodybuilding to boxing, gymnastics to judo, table tennis to weightlifting, grappling to skateboarding.",http://www.arnoldsportsfestival.com,-83.0097244
614-543-0000,http://www.experiencecolumbus.com/event-detail.cfm/event/Art%2DAt%2DThe%2DArnold/id/26384,39.9722857,Art At The Arnold,"400 N. High St., Columbus, OH 43215",,03/04/2011 - 03/06/2011,Greater Columbus Convention Center,A three day drawing and painting competition using athletes as models and The Arnold Sports Festival as a backdrop! Cash prizes will be awarded for the best art produced during this three day event.,http://www.arnoldsportsfestival.com,-83.0008507
800-745-3000,http://www.experiencecolumbus.com/event-detail.cfm/event/City%2DWide%2DTalent%2DShowcase%2D%3A%2DBest%2DEver/id/27274,39.9671792,City Wide Talent Showcase : Best Ever,"769 E. Long St., Columbus, OH 43203",$7.15,03/04/2011,Lincoln Theatre,,http://www.ticketmaster.com,-82.9815464
614-299-8050,http://www.experiencecolumbus.com/event-detail.cfm/event/Short%2DNorth%2DGallery%2DHop/id/26586,,Short North Gallery Hop,"North High Street from Goodale Boulevard to Fifth Avenue, Columbus, OH 43201",Free,03/05/2011,Short North Arts District,"The first Saturday of every month, thousands of visitors converge on the strip, the epicenter of the High Street experience. They come to celebrate art and partake in an evening of sights, sounds, food, shopping, and cosmopolitan fun. Countless art experiences. District specials. Prize drawings. Ramped up entertainment. Unexpected surprises. Join us for an unforgettable experience.",http://www.shortnorth.org,
