website,allDates,moreinfo,location,contact,description,price,venue,name,image
,"03/12/2011 9:30PM, 03/05/2011 9:30PM, 02/12/2011 9:30PM, 02/19/2011 9:30PM, 02/26/2011 9:30PM",http://www.zipscene.com/events/view/2739681-dr-hue-cincinnati,"4609 Kellogg Ave, Cincinnati, OH 45226",513-533-3810,"<p>Dr. Hue features Drew Loftspring and Mike Donohue. They are a Cincinnati-based band that plays everything from The Dead to The Band, Van Morrison, The Allman Brothers, Beatles, and many others. They are The Sandbar's Saturday house band.<p>",,The Sandbar,Dr. Hue,http://static3.zipscene.com//data/business_md/BUS_00000556_0_JOviGodj.jpg
,"02/21/2011 11:00AM, 02/28/2011 11:00AM, 03/07/2011 11:00AM, 02/07/2011 11:00AM, 02/14/2011 11:00AM",http://www.zipscene.com/events/view/2848971-5-burgers-and-6-pitchers-montgomery,"9390 Montgomery Rd., Montgomery, OH 45242",513-793-7882,"Now  this is how you watch Monday Night Football!!! With a $5 burger in your  left hand, and a $6 pitcher in your right hand!!! Plus we have free   pool and free jukebox!",,Village Tavern,$5 Burgers and $6 pitchers,http://static3.zipscene.com//data/business_md/BUS_00000505_0_YR375tRQ.jpg
,"02/07/2011 11:00AM, 02/14/2011 11:00AM, 02/21/2011 11:00AM, 02/28/2011 11:00AM, 03/07/2011 11:00AM",http://www.zipscene.com/events/view/2851280-mac-amp-cheese-mondays-covington,"313 Greenup St., Covington, KY 41011",859-261-6777,"Enjoy from a variety of 10 Mac & Cheeses or build your own, all at half price! Valid for dine in only. <br />",,Keystone Bar & Grill,Mac & Cheese Mondays!,http://static2.zipscene.com//data/event_data/event_md/BUS_4458_EVENT_2851264_Y3UPuyCE_md.jpg
,"02/16/2011 4:00PM, 02/09/2011 4:00PM, 02/23/2011 4:00PM, 03/02/2011 4:00PM, 03/09/2011 4:00PM",http://www.zipscene.com/events/view/2476282-customer-appreciation-night-covington,"604 Main St., Covington, KY 41011",859-261-1330,Customer Appreciation Night 5 for $5.00 domestic bottled beers,,Cosmos Grille Pub,Customer Appreciation Night,http://static2.zipscene.com/build/web/images/consumer_v4/misc/photos/default_no_community_image-1261054447.jpg
http://www.myYcamp.org,"03/06/2011 1:00PM, 04/03/2011 1:00PM, 05/01/2011 1:00PM, 05/22/2011 1:00PM",http://www.zipscene.com/events/view/2872290-ymca-camp-ernst-open-house-burlington,"7615 Camp Ernst Rd, Burlington, KY 41005",859-586-6181,"Join us at the YMCA Camp Ernst Open House!    It's FREE!! Sunday March 6, Sunday April 3, Sunday May 1, Sunday May 22 from 1-4pm!     Ride the Zipline:  Try out one of our campers' favorite activities.    Ride the Tractor:  Get a guided tour of camp and check out where you will live, eat and have fun.    Try the Food:  Taste camp's time-tested delicious recipes for yourself.    Meet the Counselors:  That's right, meet friendly Camp Ernst counselors who will help make your summer great!    Make a S'More:  Here at Camp Ernst, we made the Guinness Book of World Records' world's largest s'more...and we're still making them.",0.0,YMCA Camp Ernst,YMCA Camp Ernst Open House,http://static3.zipscene.com//data/event_data/event_md/BUS_0_EVENT_2872290_Xvo0SH7M_md.jpg
http://www.cincinnatikidsview.com,"02/21/2011 3:30PM, 02/14/2011 3:30PM, 02/28/2011 3:30PM, 03/07/2011 3:30PM, 02/07/2011 3:30PM",http://www.zipscene.com/events/view/2835109-kid-s-view-photography-class-cincinnati,"4035 Hamilton Avenue, Cincinnati, OH 45223",513-557-3819,"Kids View is a photography program which engages youth with their communities through long term projects. This winter, Kids View gets front row seats to explore the local youth boxing scene by participating in a collaborative photography project with Cincinnati Golden Gloves. Kids View students will learn basic photography skills at Prairies Northside studio and then begin photographing youth boxing training sessions and exhibitions at the Golden Gloves training facility which is located at the Mount Auburn Recreation Center. Students will also photograph a regional boxing tournament held in Cincinnati in early March. The project culminates with an exhibit of student work at Prairies gallery space in Northside in early April and the publication of a book of photographs and writing about Cincinnati Golden Gloves which will include work from Kids View students. Cost to participate in this program is $85. Enrollment is limited to 8 students ages 12-18.    info@kidsviewcincinnati.com",85.0,Prairie,Kid's View Photography Class,http://static2.zipscene.com/build/web/images/consumer_v4/misc/photos/default_no_community_image-1261054447.jpg
http://www.cookingwithcaitlin.com,03/17/2011,http://www.zipscene.com/events/view/2874718-cooking-with-caitlin-third-thurday-march-2011-cincinnati,"151 W. 7th Street, Cincinnati, OH 45202",,Celebrate the shamrock most tastefully with a 9-course menu in petit-four proportions crafted carefully by Caitlin to showcase beer and cider as ingredients.  Register now; come hungry on St. Patrick's Day.,25.0,The Lofts at Shillito Place,Cooking with Caitlin- Third Thurday March 2011,http://static0.zipscene.com//data/event_data/event_md/BUS_0_EVENT_2874718_6IRNtFHb_md.jpg
,"04/15/2011 8:00PM, 03/18/2011 8:00PM, 02/18/2011 8:00PM, 05/20/2011 8:00PM",http://www.zipscene.com/events/view/2236266-fairfield-salsa-social-fairfield,"411 Wessel Drive, Fairfield, OH 45014",513-567-5348,"FAIRFIELD SALSA SOCIAL EVERY 3RD FRIDAY OF THE MONTH!!    ~ A Beautiful large wood dance floor!  ~ Dance Class by SALSA UNDERGROUND (Salsa, Merengue, Bachata, Cha cha & Salsa Rueda)  ~ The Best Latin mix by DJ AIKON  ~ An event for the entire family ~ EVERY 3RD FRIDAY OF THE MONTH   ~ Performances, Demonstrations & Special guests   (Instructors, Performers & DJs periodically)    FREE popcorn & Giveaways  Cash Bar- Beer & Wine    Dance Class 8-9pm- $10.00 / $7.00 for students (includes open dance)  Open Dance 9pm - Midnight- $5.00 / $3.00 for students.    Located at:   The Fairfield Community Arts Center  411 Wesel Dr.  Fairfield, OH 45014  513-567-5348  For more information, go to www.medialatina.net    PRODUCED BY MEDIA LATINA",,The Fairfield Community Arts center,Fairfield Salsa Social,http://static2.zipscene.com//data/event_data/event_lg/BUS_0_EVENT_2236238_gfO3QfD3_lg.jpg
,03/04/2011,http://www.zipscene.com/events/view/2719811-the-pink-floyd-experience-cincinnati,"650 Walnut St., Cincinnati, OH 45202",513-721-3344,,,The Aronoff Center,The Pink Floyd Experience,http://static3.zipscene.com//data/business_md/BUS_00000124_0.jpg
,"02/12/2011 6:00PM, 02/19/2011 6:00PM, 02/26/2011 6:00PM, 03/05/2011 6:00PM, 03/12/2011 6:00PM",http://www.zipscene.com/events/view/2859528-young-lions-high-school-all-star-jazz-septet-cincinnati,"318 E. 8th St., Cincinnati, OH 45202",513-241-9477,Young Lions High School All Star Jazz Septet,0.0,Blue Wisp Jazz Club,Young Lions High School All Star Jazz Septet,http://static1.zipscene.com//data/business_md/BUS_00000054_0_Z8sUhoMJ.jpg
,"03/10/2011 7:30PM, 03/12/2011 8:00PM",http://www.zipscene.com/events/view/2623231-cincinnati-symphony-orchestra-bold-beautiful-beethoven-cincinnati,"1241 Elm St., Cincinnati, OH 45210",513-744-3344,,,Music Hall,Cincinnati Symphony Orchestra: bold Beautiful Beethoven,http://static0.zipscene.com//data/business_md/BUS_00000062_0.jpg
,03/11/2011,http://www.zipscene.com/events/view/2884411-marcy-playground-covington-concerts,"620 Scott St., Covington, KY 41011",859-291-2233,,,Mad Hatter,Marcy Playground,http://static0.zipscene.com//data/business_md/BUS_00000110_0_HHe3Zu8w.jpg
,03/11/2011,http://www.zipscene.com/events/view/2866913-the-pretty-reckless-columbus-concerts,"391 Neil Ave., Columbus, OH 43215",614-461-5483,,,The Basement,The Pretty Reckless,http://static0.zipscene.com//data/business_md/BUS_00029099_0_awWpbqYw.jpg
,03/12/2011,http://www.zipscene.com/events/view/2881155-kevin-devine-columbus-concerts,"391 Neil Ave., Columbus, OH 43215",614-461-5483,,,The Basement,Kevin Devine,http://static0.zipscene.com//data/business_md/BUS_00029099_0_awWpbqYw.jpg
,03/12/2011,http://www.zipscene.com/events/view/2879659-senses-fail-covington-concerts,"620 Scott St., Covington, KY 41011",859-291-2233,,,Mad Hatter,Senses Fail,http://static0.zipscene.com//data/business_md/BUS_00000110_0_HHe3Zu8w.jpg
,03/14/2011,http://www.zipscene.com/events/view/2881299-red-state-screening-kevin-smith-q-amp-a-springfield,"Clark State Performing Arts Center,, Springfield, OH 45506",937-328-3857,,,Kuss Auditorium,Red State: Screening + Kevin Smith Q&A,http://static1.zipscene.com//data/business_md/BUS_00045387_0_LeMwh9dW.jpg
,03/24/2011,http://www.zipscene.com/events/view/2864325-bobby-long-oakley-concerts,"3021 Madison Rd., Oakley, OH 45209",513-731-8000,,,20th Century Theatre,Bobby Long,http://static2.zipscene.com//data/business_md/BUS_00000048_0.gif
,"05/14/2011 7:00PM, 06/18/2011 7:00PM, 06/04/2011 7:00PM, 03/26/2011 7:00PM, 04/30/2011 7:00PM",http://www.zipscene.com/events/view/2881767-cincinnati-rollergirls-cincinnati,"2250 Seymour Ave., Cincinnati, OH 45212",866-800-2828,,,Cincinnati Gardens,Cincinnati Rollergirls,http://static1.zipscene.com//data/business_md/BUS_00000135_0.jpg
,03/02/2011,http://www.zipscene.com/events/view/2865559-akron-family-columbus-concerts,"1871 N. High St., Columbus, OH 43210",614-292-4403,,,Wexner Center Performance Space,Akron/family,http://static3.zipscene.com//data/business_md/BUS_00038895_0_rHuit8aG.jpg
,"03/11/2011 7:00PM, 03/12/2011 2:00PM",http://www.zipscene.com/events/view/2864603-baobab-columbus-concerts,"1871 N. High St., Columbus, OH 43210",614-292-4403,,,Wexner Center Performance Space,Baobab,http://static3.zipscene.com//data/business_md/BUS_00038895_0_rHuit8aG.jpg
,03/25/2011,http://www.zipscene.com/events/view/2865265-lewis-black-newark-concerts,"36 North Park Place, Newark , OH 43055",740-345-5483,,,Midland Theatre,Lewis Black,http://static0.zipscene.com//data/business_md/BUS_00045359_0_MCC4pbak.gif
,"03/24/2011 3:00PM, 03/24/2011 7:30PM, 03/25/2011 3:00PM, 03/25/2011 7:30PM, 03/26/2011 10:30AM",http://www.zipscene.com/events/view/2885489-aladdin-shrine-circus-columbus,"717 E. 17th Ave, Columbus, OH 43211",888-646-3976,,,Celeste Center,Aladdin Shrine Circus,http://static2.zipscene.com//data/business_md/BUS_00026831_0_SD8qQT3O.jpg
,"03/01/2011 1:00PM, 02/22/2011 1:00PM, 03/08/2011 1:00PM, 02/08/2011 1:00PM, 02/15/2011 1:00PM",http://www.zipscene.com/events/view/2848035-all-night-happy-hour-cincinnati,"7340 Kingsgate Way, Cincinnati, OH 45069",513-779-7241,"Stop in for a spectacular, and economically friendly (cheap) drink special:  HAPPY HOUR ALL DAY AND ALL NIGHT!!!!!",,Cavanaugh's Irish Pub,All Night Happy Hour,http://static3.zipscene.com//data/business_md/BUS_00005091_0_AnB6FF1I.jpg
,"02/23/2011 1:00PM, 03/02/2011 1:00PM, 03/09/2011 1:00PM, 02/09/2011 1:00PM, 02/16/2011 1:00PM",http://www.zipscene.com/events/view/2848141-karaoke-and-1-50-pint-night-cincinnati,"7340 Kingsgate Way, Cincinnati, OH 45069",513-779-7241,We have the cure for hump day! $1.50   pints all day and all night!!! Plus DJ Kev E Kev will have everyone   singing karaoke at 9pm!!!,,Cavanaugh's Irish Pub,Karaoke and $1.50 Pint night!!!,http://static3.zipscene.com//data/business_md/BUS_00005091_0_AnB6FF1I.jpg
,"03/10/2011 1:00PM, 02/10/2011 1:00PM, 03/03/2011 1:00PM, 02/24/2011 1:00PM, 02/17/2011 1:00PM",http://www.zipscene.com/events/view/2848247-big-ass-beers-pool-and-juke-box-cincinnati,"7340 Kingsgate Way, Cincinnati, OH 45069",513-779-7241,"<p>  Who  doesn't love to play some pool, listen to great music, and throw down a  few beers! Well on Thursday nights at Cavanaughs, you can do it for   real cheap!    <p>  <p>  22oz Domestic Bottles    $3    <p>  <p>  Game of Pool                  50 cents    <p>  <p>  JukeBox                         Free            <p>",,Cavanaugh's Irish Pub,"Big Ass Beers, Pool, and Juke box",http://static3.zipscene.com//data/business_md/BUS_00005091_0_AnB6FF1I.jpg
,"02/12/2011 1:00PM, 02/19/2011 1:00PM, 02/26/2011 1:00PM, 03/05/2011 1:00PM, 03/12/2011 1:00PM",http://www.zipscene.com/events/view/2868295-burger-mania-cincinnati,"7340 Kingsgate Way, Cincinnati, OH 45069",513-779-7241,$5 Burger mania/ DJ Alex with no cover charge!<br />,,Cavanaugh's Irish Pub,Burger Mania,http://static3.zipscene.com//data/business_md/BUS_00005091_0_AnB6FF1I.jpg
,"02/12/2011 1:00PM, 02/19/2011 1:00PM, 02/26/2011 1:00PM, 03/05/2011 1:00PM, 03/12/2011 1:00PM",http://www.zipscene.com/events/view/2848351-dj-gary-cincinnati,"7340 Kingsgate Way, Cincinnati, OH 45069",513-779-7241,This is the only party in the suburbs PERIOD!!! We rotate the best DJs in Cincy every week! No cover charge!!!,,Cavanaugh's Irish Pub,DJ Gary,http://static3.zipscene.com//data/business_md/BUS_00005091_0_AnB6FF1I.jpg
,"02/12/2011 10:00PM, 02/19/2011 10:00PM, 03/05/2011 10:00PM, 03/12/2011 10:00PM, 02/26/2011 10:00PM",http://www.zipscene.com/events/view/2862141-pavilion-saturdays-cincinnati,"949 Pavilion St., Cincinnati, OH 45202",513-744-9200,<p>Join us this Saturday night for Pavilion Saturday and dance the night away with 2 DJ's on 2 Floors!<br /><br /><br />$5 Cover and plenty of fun! See you there!<p>,,Mt. Adams Pavilion,Pavilion Saturdays,http://static2.zipscene.com//data/event_data/event_md/ec1ebc6e2a3dee6e0454a493a94a7848_1.jpg
,"02/28/2011 1:00PM, 02/07/2011 1:00PM, 02/14/2011 1:00PM, 03/07/2011 1:00PM, 02/21/2011 1:00PM",http://www.zipscene.com/events/view/2848454-2-75-u-call-its-with-dj-johnny-b-cincinnati,"7340 Kingsgate Way, Cincinnati, OH 45069",513-779-7241,"We have the only spot to go on Monday   nights!!! We have $2.75 U Call its all night long! And if that is not   reason enough to stop in, we have the ""one and only"" DJ Johnny B   spinning at 10pm! No cover charge!!!",,Cavanaugh's Irish Pub,$2.75 U Call its with DJ Johnny B,http://static3.zipscene.com//data/business_md/BUS_00005091_0_AnB6FF1I.jpg
,"03/13/2011 3:05PM, 03/23/2011 7:05PM",http://www.zipscene.com/events/view/2815293-indiana-ice-vs-muskegon-lumberjacks-indianapolis,"1202 E. 38th St., Indianapolis, IN 46205",317-925-4423,,,Indiana Ice,Indiana Ice vs. Muskegon Lumberjacks,http://static3.zipscene.com//data/business_md/BUS_00001490_0.jpg
,03/19/2011,http://www.zipscene.com/events/view/2881487-chris-tomlin-highland-heights-concerts,"Northern Kentucky University, Highland Heights, KY 41099",859-442-2652,,,The Bank of Kentucky Center,Chris Tomlin,http://static2.zipscene.com//data/business_md/BUS_00027094_0_Fes4HFp2.jpg
,"03/25/2011 7:30PM, 03/26/2011 7:30PM",http://www.zipscene.com/events/view/2863993-pbr-professional-bull-riders-highland-heights-sports,"Northern Kentucky University, Highland Heights, KY 41099",859-442-2652,,,The Bank of Kentucky Center,PBR - Professional Bull Riders,http://static2.zipscene.com//data/business_md/BUS_00027094_0_Fes4HFp2.jpg
,"04/01/2011 7:00PM, 04/01/2011 9:00PM",http://www.zipscene.com/events/view/2855597-here-come-the-mummies-indianapolis-concerts,"6259 N. College Ave., Indianapolis, IN 46220",317-259-7029,,,Vogue Theatre,Here Come The Mummies,http://static3.zipscene.com//data/business_md/BUS_00031175_0_isVEMCQp.jpg
,04/03/2011,http://www.zipscene.com/events/view/2857257-old-97-s-indianapolis-concerts,"6259 N. College Ave., Indianapolis, IN 46220",317-259-7029,,,Vogue Theatre,Old 97's,http://static3.zipscene.com//data/business_md/BUS_00031175_0_isVEMCQp.jpg
,04/22/2011,http://www.zipscene.com/events/view/2880503-budos-band-indianapolis-concerts,"216 North Walnut, Indianapolis, IN 47401",812-336-3984,,,Bluebird Nightclub,Budos Band,http://static2.zipscene.com/build/web/images/consumer_v4/misc/photos/default_no_community_image-1261054447.jpg
,04/22/2011,http://www.zipscene.com/events/view/2884471-the-new-pornographers-indianapolis-concerts,"6259 N. College Ave., Indianapolis, IN 46220",317-259-7029,,,Vogue Theatre,The New Pornographers,http://static3.zipscene.com//data/business_md/BUS_00031175_0_isVEMCQp.jpg
,04/01/2011,http://www.zipscene.com/events/view/2843993-dance-gavin-dance-chicago-concerts,"3730 N. Clark, Chicago, IL 60613",773-549-0203,,,Smart Bar,Dance Gavin Dance,http://static0.zipscene.com//data/business_md/BUS_00000310_0.gif
,04/01/2011,http://www.zipscene.com/events/view/2881857-j-mascis-chicago-concerts,"2011 W. North Ave., Chicago, IL 60647",773-278-6600,,,Subterranean,J. Mascis,http://static2.zipscene.com//data/business_md/BUS_00000319_0.jpg
,04/09/2011,http://www.zipscene.com/events/view/2818847-wire-chicago-concerts,"3730 N. Clark, Chicago, IL 60613",773-549-0203,,,Smart Bar,Wire,http://static0.zipscene.com//data/business_md/BUS_00000310_0.gif
,04/26/2011,http://www.zipscene.com/events/view/2870187-foals-chicago-concerts,"3730 N. Clark, Chicago, IL 60613",773-549-0203,,,Smart Bar,Foals,http://static0.zipscene.com//data/business_md/BUS_00000310_0.gif
,04/29/2011,http://www.zipscene.com/events/view/2832813-mogwai-chicago-concerts,"3730 N. Clark, Chicago, IL 60613",773-549-0203,,,Smart Bar,Mogwai,http://static0.zipscene.com//data/business_md/BUS_00000310_0.gif
,04/08/2011,http://www.zipscene.com/events/view/2884821-randy-travis-elizabeth-concerts,"11999 Casino Center Drive SE, Elizabeth, IN 47117",866-676-7463,,,Horseshoe Southern Indiana,Randy Travis,http://static2.zipscene.com//data/business_md/BUS_00027899_0_oeJGKJii.jpg
,04/14/2011,http://www.zipscene.com/events/view/2881531-aaron-lewis-elizabeth-concerts,"11999 Casino Center Drive SE, Elizabeth, IN 47117",866-676-7463,,,Horseshoe Southern Indiana,Aaron Lewis,http://static2.zipscene.com//data/business_md/BUS_00027899_0_oeJGKJii.jpg
,"02/11/2011 8:00PM, 02/18/2011 8:00PM, 02/25/2011 8:00PM, 03/04/2011 8:00PM, 03/11/2011 8:00PM",http://www.zipscene.com/events/view/2849698-happy-hour-longworth-s-cincinnati,"1108 St. Gregory St., Cincinnati, OH 45202",513-651-2253,"What are you doing after work? Still in   your suit? or just spent the day on river or at the REDS game? It   doesn't matter!! Bring all your friends back to Longworth's!   The enviroment at Longworth's makes everyone feel comfortable, Our staff  will treat you like a regular, listen to good music (your choice with   our NEW jukebox), grab a bite to eat from our awesome menu and just hang  out with great people! Whether you are looking for an upbeat break   between work and home or needing a relaxing time with co-workers   Longworth's is the place to be. You work all day, let us work for you!  Drink Specials:  $2.50 domestics  $3 Wells  $3 Wines  from 5-9pm  Book your company's Happy Hour today! Contact Katie Overbeck at   SalesManagerLongworths@gmail.com  513 651 2253",,Longworth's,Happy Hour @ Longworth's,http://static3.zipscene.com//data/business_md/cca3df52debcd3c0d584a35fb3bfcf3d_3.jpg
,"02/12/2011 6:00PM, 03/05/2011 6:00PM, 02/19/2011 6:00PM, 02/26/2011 6:00PM, 03/12/2011 6:00PM",http://www.zipscene.com/events/view/2859536-young-lions-high-school-all-star-jazz-septet-cincinnati,"318 E. 8th St., Cincinnati, OH 45202",513-241-9477,Young Lions High School All Star Jazz Septet,0.0,Blue Wisp Jazz Club,Young Lions High School All Star Jazz Septet,http://static1.zipscene.com//data/business_md/BUS_00000054_0_Z8sUhoMJ.jpg
,"02/12/2011 7:00PM, 02/19/2011 7:00PM, 02/26/2011 7:00PM, 03/05/2011 7:00PM, 03/12/2011 7:00PM",http://www.zipscene.com/events/view/2849802-saturday-nights-cincinnati,"1108 St. Gregory St., Cincinnati, OH 45202",513-651-2253,"Everyweek  we have to DJs spinning and an awesome band rocking out the house! No   Cover until 10:30pm! 10 bartenders slinging drinks for you and 100's of   your close friends! Bring everyone out to see what we have in store for   you! 2 amazing patios, kitchen is open til 10pm. See you there!",,Longworth's,Saturday Nights!,http://static3.zipscene.com//data/business_md/cca3df52debcd3c0d584a35fb3bfcf3d_3.jpg
