sTicketPhone,sSynopsis,close,sMoreInfo,sTheaterAddress,showName,more,theater,opens,sTicketPrice
812-323-3020,"The first song Shawn Colvin completed for These Four Walls, her Nonesuch debut, was the wistful &quot;Summer Dress,&quot; which opens with Colvin singing over the austere strum of a lone acoustic guitar, then builds into a lilting folk-rock arrangement. Colvin maintains a delicate balance between confidence and vulnerability as she describes a dream-like venture out to &quot;face a wilderness.&quot; Like much of this deeply felt album, Summer Dress is about looking ahead, moving on, performed from the vantage point of someone who's had a chance to glance back somewhat ruefully at where she's been.",,http://www.buskirkchumley.org/index.php?view=details&id=180%3Ashawn-colvin-w-lauren-shera&option=com_eventlist&Itemid=4,"114 East Kirkwood Ave, Bloomington, Indiana 47408",Shawn Colvin w/ Lauren Shera,http://www.theatermania.com/indiana/shows/shawn-colvin-w-lauren-shera_169814/,Buskirk-Chumley Theater,,$28.50 advance;&nbsp;$35.00 day of show
812 323 3020,"Kick off the 2010 Lotus World Music and Arts Festival season with a special night of music from India, Argentina, and the U.S. - and get a sneak preview of the upcoming Lotus Festival roster and T-shirt design. This year's featured Lotus designer is Bloomington-based artist Joel Washington. Summer Night is also a benefit for the Lotus Education and Arts Foundation, the parent organization for the annual Lotus World Music and Arts Festival.",,http://www.buskirkchumley.org/index.php?view=details&id=159%3Alotus-summer-night&option=com_eventlist&Itemid=4,"114 East Kirkwood Ave, Bloomington, Indiana 47408",Summer Night of Lotus 2010 with Amjad Ali Khan & Sons,http://www.theatermania.com/indiana/shows/summer-night-of-lotus-2010-with-amjad-ali-khan-and-sons_169804/,Buskirk-Chumley Theater,,$20.00
812-323-3020,"The first song Shawn Colvin completed for These Four Walls, her Nonesuch debut, was the wistful &quot;Summer Dress,&quot; which opens with Colvin singing over the austere strum of a lone acoustic guitar, then builds into a lilting folk-rock arrangement. Colvin maintains a delicate balance between confidence and vulnerability as she describes a dream-like venture out to &quot;face a wilderness.&quot; Like much of this deeply felt album, Summer Dress is about looking ahead, moving on, performed from the vantage point of someone who's had a chance to glance back somewhat ruefully at where she's been.",,http://www.buskirkchumley.org/index.php?view=details&id=180%3Ashawn-colvin-w-lauren-shera&option=com_eventlist&Itemid=4,"114 East Kirkwood Ave, Bloomington, Indiana 47408",Shawn Colvin w/ Lauren Shera,http://www.theatermania.com/indiana/shows/shawn-colvin-w-lauren-shera_169814/,Buskirk-Chumley Theater,,$28.50 advance;&nbsp;$35.00 day of show
603-225-1111,"Pinocchio, a mischievous wooden puppet with a pesky nose that grows when he tells a lie, goes on an exciting journey to become a real live boy.    Please note this performance has floor seating with some chairs for adults.",,http://ccanh.com/ShowDetails/31/574,"44 South Main St., Concord, New Hampshire 03301",Pinocchio,http://www.theatermania.com/new-hampshire/shows/pinocchio_169205/,Governors Hall,,$6.00
603-526-6710,The New London Barn Playhouse Presents The Poet and the Rent.,,http://www.ovationtix.com/trs/pr/708855,"84 Main Street, New London, NH 03257",The Poet and the Rent,http://www.theatermania.com/new-hampshire/shows/the-poet-and-the-rent_169375/,The New London Barn Playhouse,,$10.00;&nbsp;Children's price varies based on number of children attending
603-225-1111,"Spend an extraordinary evening with Frank Warren, whose life changed dramatically in 2004 when he began handing out postcards to strangers and asking them to write down a secret they had never told anyone. Millions of anonymous postcards later, PostSecret has grown into a global internet phenomenon, revealing our deepest fears, desires, regrets and obsessions. PostSecret Live gives Warren a chance to share videos, secrets that were banned from his books, and the remarkable stories behind some of the most shocking secrets he received.    Please note this performance contains mature themes that may not be suitable for children.",,http://ccanh.com/ShowDetails/61/544,"44 South Main St., Concord, NH 03301",PostSecret Live,http://www.theatermania.com/new-hampshire/shows/postsecret-live_169222/,Capitol Center for the Arts,,$35.00 Adults;&nbsp;$25.00 Students
603 668-5588,"Be amazed when you, your friends or strangers across the room become stars of the show, as hypnotist/comedian Frank Santos Jr. makes them believe that they are singers, dancers and much, much more. This is a performance where the audience becomes the show. This performance has limitless variations and can please every appetite. This is a hilarious, energetic and unique show that you will never forget!",,http://www.palacetheatre.org/event-calendar.aspx?event=354&dt=9/11/2010&category=ALL,"80 Hanover St., Manchester, NH 03101",R-Rated Hypnotist Frank Santos Jr.,http://www.theatermania.com/new-hampshire/shows/rrated-hypnotist-frank-santos-jr_169453/,Palace Theatre,,$24.50
603-433-4472,"Becca and Howie Corbett have everything a family could want, until a life-shattering accident turns their world upside down and leaves the couple drifting perilously apart. Rabbit Hole charts their bittersweet search for comfort in the darkest of places and for a path that will lead them back into the light of day.","April 3, 2011",http://www.seacoastrep.org/stage/09_season.php,"125 Bow Street, Portsmouth, NH 03801",Rabbit Hole,http://www.theatermania.com/new-hampshire/shows/rabbit-hole_169626/,Seacoast Repertory Theatre,"March 11, 2011",$15.00 - $42.00
203-432-1234,"Director Robert Woodruff, whose Yale Rep productions include 2009's Notes from Underground and this season's Battle of Black and Dogs, returns with the U.S. premiere stage adaptation of Ingmar Bergman's Autumn Sonata.    Charlotte, a celebrated classical pianist who has forged a successful career at the expense of her family, attempts to reconcile with her daughter Eva, whom she has not seen in seven years. Over the course of one evening, they confront their darkest feelings and resentments. A tightly-wound psychological study of the complicated relationship between mothers and daughters, Autumn Sonata reveals that living and loving--like mastering notes on a piano--are skills that must be practiced every day.    Widely considered one of the greatest filmmakers of all time, Ingmar Bergman wrote and directed such landmark films as The Seventh Seal, Wild Strawberries, and Scenes from a Marriage.","May 7, 2011",http://www.yalerep.org,"1120 Chapel Street, New Haven, CT 06505",Autumn Sonata,http://www.theatermania.com/connecticut/shows/autumn-sonata_169813/,Yale Repertory Theatre,"April 21, 2011",
603-924-7585,Unpredictable. Exasperating. Boisterous. Independent. That's Ramona Quimby for you! A collection of vignettes from favorite Ramona Quimby stories weave together in a tapestry that celebrates traditional family values.,"July 24, 2011",http://peterboroughplayers.org/2010/ramona-quimby,"55 Hadley Road, Peterborough, NH 03458",Ramona Quimby,http://www.theatermania.com/new-hampshire/shows/ramona-quimby_169503/,Peterborough Players,"June 26, 2010",$10.00 Adults;&nbsp;$8.00 Children
603-225-1111,A vain little girl receives a mysterious gift of a magical pair of red dancing shoes.    Please note this performance has floor seating with some chairs for adults.,,http://ccanh.com/ShowDetails/61/575,"44 South Main St., Concord, New Hampshire 03301",The Red Shoes,http://www.theatermania.com/new-hampshire/shows/the-red-shoes_169206/,Governors Hall,,$6.00
603-448-0400,"LOH presents the third annual concert benefiting the Strolling of the Heifers Microloan Fund for New England Farmers. Gifted with one of the most recognizable voices in popular music, Richie Havens has a soulful singing style that remains as unique and ageless as when he first emerged from the Greenwich Village folk scene in the early 1960s. It's a voice that has inspired and electrified audiences ranging the Woodstock Music & Arts Fair in 1969, to the Clinton Presidential Inauguration in 1993. In 2003, The National Music Council awarded Richie the American Eagle Award for his place as part of America's musical heritage, and for providing ""a rare and inspiring voice of eloquence, integrity and social responsibility."" For over four decades, Richie has used his music to convey messages of brotherhood and personal freedom. With more than twenty-five albums released and a touring schedule that would kill many a younger man, he continues to view his calling as a higher one. As he told The Denver Post, ""I really sing songs that move me. I'm not in show business; I'm in the communications business. That's what it's about for me.""    Strolling of the Heifers, based in Brattleboro, Vermont, is dedicated to saving family farms by connecting people with the food they eat. In partnership with The Carrot Project, in 2008 it launched the pilot phase of the Microloan Fund, which addresses the credit needs of farmers not able to borrow elsewhere. The Microloan Fund is now expanding to offer loans in all of New Hampshire, Vermont, Maine and Massachusetts.",,http://www.lebanonoperahouse.org/event.php?id=750,"51 North Park Street, Lebanon, New Hampshire 03766",Richie Havens,http://www.theatermania.com/new-hampshire/shows/richie-havens_169250/,Lebanon Opera House,,$25.00 - $45.00
603-225-1111,"With the help of his friend the tailor bird, a young mongoose named Rikki-Tikki-Tavi must save his friend Teddy from two dangerous cobras.    Please note this performance has floor seating with some chairs for adults.",,http://ccanh.com/ShowDetails/31/573,"44 South Main St., Concord, New Hampshire 03301",Rikki-Tikki-Tavi,http://www.theatermania.com/new-hampshire/shows/rikkitikkitavi_169203/,Governors Hall,,$6.00
603-225-1111,"The spirit of the New Hampshire Highland Games returns to Concord with Road to the Scottish Highlands. Master of ceremonies and accordionist John Carmichael will transport you to Scotland as he introduces the music, dance and artistry of his native land.    Featuring performances by the graceful dancers of the McMaster Highland Dance Studio from Niagara-on-the-Lake, Ontario; the regimental splendor and precision of world-champion Drum Majors; traditional music from the Trans-Atlantic Seaway Collaboration; and genre-bending bagrock from the internationally renowned Red Hot Chilli Pipers.",,http://ccanh.com/ShowDetails/61/536,"44 South Main St., Concord, NH 03301",Road to the Scottish Highlands,http://www.theatermania.com/new-hampshire/shows/road-to-the-scottish-highlands_169212/,Capitol Center for the Arts,,$25.00 - $45.00
603-668-5588,"One of the famous Irish Tenors, Ronan Tynan comes to the Palace to share his voice and talent. His self titled album debuted at #2 on Billboard's Classical Crossover Chart behind Josh Groban and was the 8th best-selling classical crossover album of 2005.    Please note: $59.50 tickets include a meet and greet before the show.",,http://www.palacetheatre.org/event-calendar.aspx?event=358&dt=7/10/2010&category=ALL,"80 Hanover St., Manchester, NH 03101",Ronan Tynan,http://www.theatermania.com/new-hampshire/shows/ronan-tynan_169424/,Palace Theatre,,$24.50 - $59.50
203-259-1036,"In the 7-piece band known as Zappa Plays Zappa, Dweezil Zappa works to honor the bizarre legacy of his father Frank. Having spent his entire life learning the intricacy of the Zappa genius, Dweezil not only reproduces the music perfectly, he brings it back to life, often with a multimedia show. It's an amazing experience for fans who never caught Frank in concert, and its even weirder for those who did. Welcome back to the Klein, guys.",,http://tickets.fairfieldtheatre.com/eventperformances.asp?evt=1146,"910 Fairfield Avenue, Bridgeport, CT 06605",Dweezil Zappa Plays Zappa,http://www.theatermania.com/connecticut/shows/dweezil-zappa-plays-zappa_166442/,Klein Memorial Auditorium,,$35.00 - $57.00
