fullAddress,venue,description,email,image,ticketPhone,title,website,dates,moreInfoLink
"7116 6th Ave, Tacoma, WA, 98406",Tacoma Musical Playhouse,"Celebrate Read Across America and the birthday of Dr. Seuss with TMP! From the Tony Award-winning team of Lynn Ahrens and Stephen Flaherty (Ragtime, Once On This Island, A Christmas Carol), Seussical is a fantastical, magical, musical extravaganza which brings to life all of our favorite Dr. Seuss characters, including Horton the Elephant, Gertrude McFuzz, Lazy Mayzie and a little boy with a big imagination--Jojo. ""Oh, the Thinks You Will Think"" as the spirit of imagination transports the colorful characters from the Jungle of Nool to the Circus McGurkus to the invisible world of the Who's. Read Across America is an initiative on reading created by the National Education Association, and includes National Read Across America Day, observed each year on March 2, the birthday of Dr. Seuss. 			</p>    			<br><br>",,,253-565-6867,SEUSSICAL,http://www.tmp.org,02/26/2011-03/06/2011,http://www.seattleperforms.com/event/detail/5648/SEUSSICAL_
"201 Thomas St, Seattle, WA, 98109",Eve Alvord Theatre at Seattle Children's Theatre,"The return of one of SCT's biggest hits, created by Allison Gregory and Steven Dietz. P.D. Eastman&rsquo;s classic children&rsquo;s book comes alive on the SCT stage, captivating even the youngest audience members. These dogs dive into life with gusto. They snorkel, they howl at the moon, they sing, they dance, and they even climb trees. All sorts of dogs having all sorts of fun. You and your kids won&rsquo;t want to miss a second of the bright, hilarious canine adventure &ndash; the perfect treat for all ages.</p>			</p>    			<br><br>",tickets@sct.org,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441065553/gdg_sp_medium.jpg,206-441-3322,"Go, Dog. Go!",http://www.sct.org,01/13/2011-03/13/2011,http://www.seattleperforms.com/event/detail/441065553/Go_Dog_Go
"11500 Redmond-Woodinville Road, Redmond, WA, 98052",Evergreen Family Theatre,"Hilarious, family-friendly Neil Simon comedy takes place in a remote Ukrainian village in 1890.</p>			</p>    			<br><br>",evergreenfamilytheatre@gmail.com,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441104081/fools_poster_large_medium.jpg,425-885-2244,FOOLS  by Neil Simon,http://www.evergreenfamilytheatre.org,03/04/2011-03/19/2011,http://www.seattleperforms.com/event/detail/441104081/FOOLS_by_Neil_Simon_
"155 Mercer Street, Seattle, WA, 98109",Bagley Wright Theatre at Seattle Repertory Theatre,"by John Steinbeck, directed by Jerry Manning<br><br> <br><br> <br><br> John Steinbeck's heartbreaking American classic comes to life in his own stage adaptation. Lenny and George—farm workers in Depression-era California—are trying to scrape together enough money to buy a house of their own. But when Lenny stirs up trouble on the job, George must choose between protecting his friend or staying the course towards his version of the American dream.<br><br> <br><br> Recommended for ages 12 and above.<br>			</p>    			<br><br>",,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/440952887/mm_small_medium.jpg,(206) 443-2222,Of Mice and Men,http://www.seattlerep.org/Plays/1011/MM/,03/18/2011-04/10/2011,http://www.seattleperforms.com/event/detail/440952887/Of_Mice_and_Men
"400 E. University Ave., Ellensburg, WA, 98926",Central Washington University - McConnell Auditorium,"CTE will end the theatrical season with the annual Red Curtain Review, featuring the students in the Musical Theatre Performance program. Performing numbers from musicals from such diverse shows as Camelot to Beauty and the Beast, and Avenue Q, these talented performers will entertain you with their skills in singing, dancing, and acting. You will hear and see some of your favorite songs along with some new contemporary Tony award winning numbers. <br> Be sure to come and see these young performers here, before many of them leave for the summer to perform in venues throughout the United States and Europe.<br> Recommended for family audiences with children 8 and above.			</p>    			<br><br>",boxoffice@cwu.edu,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/440957685/cte_medium.jpg,509-963-1774,Red Curtain Review,http://www.cwu.edu/~theatre/tix/,05/20/2011-05/22/2011,http://www.seattleperforms.com/event/detail/440957685/Red_Curtain_Review
"7116 6th Ave, Tacoma, WA, 98406",Tacoma Musical Playhouse,"Miss Nelson's class is the worst behaved in the whole school. Spitballs flying across the room, paper airplanes sailing every which way, and uncontrollable children send the gentle, long-suffering teacher, Miss Nelson, over the edge. But the students of Room 207 are in for a surprise when Miss Nelson turns up missing and is replaced by Viola Swamp, the scariest substitute teacher ever. In desperation, the students set out to find their beloved Miss Nelson... but will they ever get her? Enduring lessons of appreciation and respect from the creator of Junie B. Jones and a Little Monkey Business!			</p>    			<br><br>",,,253-565-6867,MISS NELSON IS MISSING!,http://www.tmp.org,06/04/2011-06/12/2011,http://www.seattleperforms.com/event/detail/5652/MISS_NELSON_IS_MISSING
"7116 6th Ave, Tacoma, WA, 98406",Tacoma Musical Playhouse,"The long-awaited TMP production of the dance spectacular, CATS!<br><br> Based on the universally popular poetry of T.S. Eliot, CATS tells the story, in song and dance, of the annual gathering of Jellicle cats at which time one special cat is selected to ascend to the Heaviside layer. A true musical theater phenomenon, CATS opened at London's New London Theatre on May 11, 1981 and ran for a record-setting 21 years. It remains the second-longest running show in Broadway history.<br> <br><br> <br><br> <br>			</p>    			<br><br>",,,253-565-6867,CATS!,http://www.tmp.org,07/08/2011-07/31/2011,http://www.seattleperforms.com/event/detail/5653/CATS
"4248 S. 288th St., Auburn, WA, 98001",Thomas Jefferson High School's Little Theatre,Everyone&rsquo;s favorite knothead gets an extreme makeover in this hip and hilarious musical adaptation of the classic tale of a talking puppet who gets into all kinds of trouble before learning what it truly means to be human.</p>			</p>    			<br><br>,,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441091387/nostringsa_medium.jpg,,No Strings Attached,http://www.rosebudctc.org,07/29/2011-07/31/2011,http://www.seattleperforms.com/event/detail/441091387/No_Strings_Attached
"419 Washington Street, Port Townsend, WA, 98368",Key City Playhouse,"Friday, December 2 — Friday, December 23<br>(Preview Thu Dec 1)<br><br>Key City Public Theatre presents “The Best Christmas Pageant Ever” by Barbara Robinson, directed by Denise Winter. <br><br>The Herdmans are the worst kids in the history of the world. They lie, cheat and steal, and they've never even heard the Christmas story before.<br><br>So when they take over the annual church Christmas pageant, it becomes seriously unusual.  And -- just possibly -- the best one ever.<br><br>Performances Dec 1 - 23 at Key City Playhouse, 419 Washington St., Port Townsend. Evenings shows Weds & Thurs at 7:00 p.m.; Fri & Sat at 8:00 p.m.; Sun matinees at 2:30 p.m. <br><br>For more info, call 360-385-7396 or visit keycitypublictheatre.org.			</p>    			<br><br>",,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441089047/pageant_title_--_color_medium.jpg,360-379-0195,"Port Townsend -- ""The Best Christmas Pageant Ever"" at Key City Public Theatre",http://www.keycitypublictheatre.org,12/01/2011-12/23/2011,http://www.seattleperforms.com/event/detail/441089047/Port_Townsend_The_Best_Christmas_Pageant_Ever_at_Key_City_Public_Theatre
"1000 Lenora Street, Seattle, WA, 98121",Cornish College of the Arts,"An interdisciplinary conversation looking at the legacies of Merce Cunningham, John Cage and Yves Klein with Seattle artists Catherine Cabeen, Tonya Lockyer and Jarrad Powell. Presented by the Cornish College of the Arts Dance Department and Interface Series. (Interface is an event series designed to encourage and celebrate collaborative and cross-disciplinary artistic projects and foster departmental interactions).</p>			</p>    			<br><br>",,,,"Interface Panel: Klein, Cage & Cunningham",http://www.cornish.edu/events,03/04/2011,http://www.seattleperforms.com/event/detail/441101671/Interface_Panel_Klein_Cage_Cunningham
"200 Madison Ave N, Bainbridge Island, WA, 98110",Bainbridge Performing Arts,"Featuring Guest Conductor Julia Tai and Guest Violinist Sophia Stoyanovich<br> Journey through the night with the spooky Night on Bald Mountain by Mussorgsky, the evening romance of the Violin Concerto in D by Tchaikovsky, the beautiful moonlight of Debussy&rsquo;s Claire de Lune, and finally the morning awakening in Grieg&rsquo;s Peer Gynt Suite No. 1.<br> Music acquisition for the BSO&rsquo;s 2010-2011 Season was funded by the Fletcher Bay Foundation.<br> Performances: Saturday @ 7:30 p.m. &amp; Sunday @ 3:00 p.m. (pre-concert chat 45 minutes ahead of each performance - Saturday @ 6:45 p.m. &amp; Sunday @ 2:15 p.m.)<br> Tickets: $19 for adults, and $16 for seniors, students, youth, military, and teachers @ 206.842.8569 / www.bainbridgeperformingarts.org</p>			</p>    			<br><br>",,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441090447/eblast_bso_feb_medium.jpg,206-842-8569,Bainbridge Symphony Orchestra presents “Dusk to Dawn”,http://www.bainbridgeperformingarts.org/Performances/Music/BSOfeb11.html,02/26/2011-02/27/2011,http://www.seattleperforms.com/event/detail/441090447/Bainbridge_Symphony_Orchestra_presents_Dusk_to_Dawn
"710 East Roy Street, Seattle, WA, 98102","PONCHO Concert Hall, Kerry Hall","Catch dynamic drummer and composer John Hollenbeck and his 19-piece ensemble featuring vocalist Theo Bleckmann and pianist Gary Versace in this very special, one-night-only<br> performance.</p>			</p>    			<br><br>",,,206.726.5011,John Hollenbeck Large Ensemble,,03/03/2011,http://www.seattleperforms.com/event/detail/441101635/John_Hollenbeck_Large_Ensemble
"710 East Roy Street, Seattle, WA, 98102","PONCHO Concert Hall, Kerry Hall","Join us for this special masterclass with the acclaimed Debussy Quartet consisting of Christophe Collette (violin), Dorian Lamotte (violin), Vincent Deprecq (viola), and Fabrice Bihan (cello).</p>			</p>    			<br><br>",,,,The Debussy Quartet,,03/04/2011,http://www.seattleperforms.com/event/detail/441101685/The_Debussy_Quartet
"710 East Roy Street, Seattle, WA, 98102","PONCHO Concert Hall, Kerry Hall","Innovative bassoonist and composer Seth Krimsky presents an imaginative program exploring improvisation and virtuosity and encompassing works from the 16th and 17th century by Diego<br> Ortiz and Antonio Vivaldi to the present. Fellow Cornish faculty members Stephen Stubbs (lute) and Joe Kaufman (bass) join Krimsky for this recital that concludes with Krimsky&rsquo;s genre-bending new works for electric bassoon, electric bass, pedal steel guitar, and drums.</p>			</p>    			<br><br>",,,206.726.5011,Seth Krimsky,,03/04/2011,http://www.seattleperforms.com/event/detail/441101695/Seth_Krimsky
"710 East Roy Street, Seattle, WA, 98102","PONCHO Concert Hall, Kerry Hall","Pianist, composer, and Cornish faculty member Jovino Santos Neto leads his Quinteto consisting of Harvey Wainapel on clarinet and saxophones, Ben Thomas on vibraphone and bandon&eacute;on,<br> Chuck Deardorf on bass, Jeff Busch on percussion, and Mark Ivester on drums.</p>			</p>    			<br><br>",,,206.726.5011,Jovino Santos Neto Quinteto,,03/05/2011,http://www.seattleperforms.com/event/detail/441101701/Jovino_Santos_Neto_Quinteto
"200 Madison Ave N, Bainbridge Island, WA, 98110",Bainbridge Performing Arts,"The closing concert of BSO&rsquo;s 2010-2011 Season celebrates the youthful genius of Mozart, Mendelssohn, and Saint-S&auml;ens - just a few of the composers who revealed their talent at an early age. The program highlights works by these masters from early and late in their careers and features Thomas Monk, Barbara Deppe, Susan Scott, and Judith Lawrence as soloists in Haydn&rsquo;s Sinfonia Concertante for violin, &lsquo;cello, oboe, and bassoon.</p>			</p>    			<br><br>",,http://www.seattleperforms.com/sites/seattleperforms.com/images/org/220147497/bainbridgesymphony_medium.jpg,,The Light of Genius,http://www.bainbridgeperformingarts.org/Performances/Music/BSONov10.html,04/09/2011-04/10/2011,http://www.seattleperforms.com/event/detail/440932457/The_Light_of_Genius
"216 Union St, Seattle, WA, 98101",The Triple Door,"The new production Burlesque to Broadway is hitting the Triple Door in Seattle! It is a fun, fast paced show directed by Tony Award Winner Joseph Hardy and featuring that drop dead talented Quinn Lemley. Tickets are 30% off between now and Christmas! Don't miss it, it will be a fantastic, sexy, sizzling show. Sponsored by MAC Cosmetics.<br> <br> <br> <br> Check out the reel and show times:<br> <br> http://www.centuryartists.com/shows/burlesque-to-broadway</p>			</p>    			<br><br>",,http://www.seattleperforms.com/sites/seattleperforms.com/images/event/441065389/quinn_medium.jpg,206.838.4333,Burlesque to Broadway,http://www.centuryartists.com/shows/burlesque-to-broadway,02/23/2011-02/25/2011,http://www.seattleperforms.com/event/detail/441065389/Burlesque_to_Broadway
"1625 Broadway, Seattle, WA, 98122",Broadway Performance Hall,"In this culminating event, Dance Department seniors present their choreography and performances, including dances commissioned from professional guest choreographers.</p>			</p>    			<br><br>",,,206.726.5011,Dance BFA concerts 2011,http://www.cornish.edu/events,02/19/2011-02/26/2011,http://www.seattleperforms.com/event/detail/441101609/Dance_BFA_concerts_2011
