startDate,city,address,venue,description,longitude,zipcode,state,title,website,latitude,moreinfo
,,,,"Children's environmental-education programs, office duties, museum retail store, special events, gardening and outdoor projects. Springdale.",,,,Rachel Carson Homestead,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23233
,,,,"Children's environmental-education programs, office duties, museum retail store, special events, gardening and outdoor projects. Springdale.",,,,Rachel Carson Homestead,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23233
Through April 1.,,,,,,,,Rage of the Stage Players,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89030
Through April 1.,,,,,,,,Rage of the Stage Players,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89030
,,,,Program to read to children. Various venues and times.,,,,READ! 365,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23234
,,,,Program to read to children. Various venues and times.,,,,READ! 365,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23234
Ongoing.,,,,Help low income seniors who are in need of home repairs to be safe warm & happy in their own homes.,,,,Rebuilding Together Pittsburgh,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:45149
Ongoing.,,,,Help low income seniors who are in need of home repairs to be safe warm & happy in their own homes.,,,,Rebuilding Together Pittsburgh,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:45149
,Pittsburgh,4525 Liberty Ave.,Crazy Mocha Coffee Company,Work by Ron Copeland.,-79.95088,15224.0,PA,Recent Assemblage & Collage,,40.46286,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88979
,Pittsburgh,4525 Liberty Ave.,Crazy Mocha Coffee Company,Work by Ron Copeland.,-79.95088,15224.0,PA,Recent Assemblage & Collage,,40.46286,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88979
,Pittsburgh,225 Boulevard of the Allies,Red Cross Headquarters,"Classes on various Tuesdays, Thursdays, Saturdays. Call for details.",-80.00353,15222.0,PA,"Red Cross CPR, First Aid Training",,40.43901,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:56040
,Pittsburgh,225 Boulevard of the Allies,Red Cross Headquarters,"Classes on various Tuesdays, Thursdays, Saturdays. Call for details.",-80.00353,15222.0,PA,"Red Cross CPR, First Aid Training",,40.43901,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:56040
Today,Greensburg,221 N. Main Street,Westmoreland Museum of American Art,,-79.54524,15601.0,PA,Remnants: Paintings by Joyce Werwie Perry,http://www.wmuseumaa.org,40.30533,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86216
Today,Greensburg,221 N. Main Street,Westmoreland Museum of American Art,,-79.54524,15601.0,PA,Remnants: Paintings by Joyce Werwie Perry,http://www.wmuseumaa.org,40.30533,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86216
,Springdale,613 Marion Ave.,Rachel Carson Homestead,Photos and artifacts of her life & work.,-79.78342,15144.0,PA,A Reverence for Life,http://www.rachelcarsonhomestead.org,40.54639,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23505
,Springdale,613 Marion Ave.,Rachel Carson Homestead,Photos and artifacts of her life & work.,-79.78342,15144.0,PA,A Reverence for Life,http://www.rachelcarsonhomestead.org,40.54639,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23505
,,,,,,,,Riding for the Handicapped,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23236
,,,,,,,,Riding for the Handicapped,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23236
Mondays-Sundays.,,,,To work on upcoming youth arts productions and events.,,,,Royal Tribe Arts Organization,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:25679
Mondays-Sundays.,,,,To work on upcoming youth arts productions and events.,,,,Royal Tribe Arts Organization,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:25679
,Pittsburgh,3900 Forbes Ave.,Barco Law Library,Photography by Daniel Coyle.,0.0,15213.0,PA,"Rustique, the Art of Oxidation",,0.0,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87738
,Pittsburgh,3900 Forbes Ave.,Barco Law Library,Photography by Daniel Coyle.,0.0,15213.0,PA,"Rustique, the Art of Oxidation",,0.0,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87738
Today,Pittsburgh,812 Liberty Avenue,Space,Curated by Ally Reeves.,-79.9984,15222.0,PA,Scale: Aesthetic Turbulence &  the Search for Lifestyle Panacea,http://www.spacepittsburgh.org,40.44282,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87973
Today,Pittsburgh,812 Liberty Avenue,Space,Curated by Ally Reeves.,-79.9984,15222.0,PA,Scale: Aesthetic Turbulence &  the Search for Lifestyle Panacea,http://www.spacepittsburgh.org,40.44282,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87973
,Pittsburgh,Panther Hollow Rd.,Schenley Park,,-79.94702,15213.0,PA,Schenley Park Ice Rink,http://www.city.pittsburgh.pa.us/parks/,40.43768,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72067
,Pittsburgh,Panther Hollow Rd.,Schenley Park,,-79.94702,15213.0,PA,Schenley Park Ice Rink,http://www.city.pittsburgh.pa.us/parks/,40.43768,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72067
,Pittsburgh,3623 Butler St.,Espresso a Mano,"Photo-paintings by Gregory Scott Williams, Jr.",-79.96504,15201.0,PA,Secrets: Nudes From the Muslim World,,40.46609,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86783
,Pittsburgh,3623 Butler St.,Espresso a Mano,"Photo-paintings by Gregory Scott Williams, Jr.",-79.96504,15201.0,PA,Secrets: Nudes From the Muslim World,,40.46609,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86783
,Pittsburgh,1212 Smallman Street,Senator John Heinz History Center,"Ongoing: Western PA Sports Museum, Clash of Empires, and exhibits on local history, more. Current: Vatican Splendors: A Journey through Faith and Art, Beat 'Em Bucs - The Story of the 1960 Pittsburgh Pirates.",-79.99289,15222.0,PA,Senator John Heinz History Center,http://www.heinzhistorycenter.org,40.44648,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23664
,Pittsburgh,1212 Smallman Street,Senator John Heinz History Center,"Ongoing: Western PA Sports Museum, Clash of Empires, and exhibits on local history, more. Current: Vatican Splendors: A Journey through Faith and Art, Beat 'Em Bucs - The Story of the 1960 Pittsburgh Pirates.",-79.99289,15222.0,PA,Senator John Heinz History Center,http://www.heinzhistorycenter.org,40.44648,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23664
,Sewickley,1901 Glen Mitchell Road,Sewickley Heights History Center,"Museum commemorates Pittsburgh industrialists, local history.",-80.14795,15143.0,PA,Sewickley Heights History Center,http://www.sewickleyheightshistory.org,40.54641,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23507
,Sewickley,1901 Glen Mitchell Road,Sewickley Heights History Center,"Museum commemorates Pittsburgh industrialists, local history.",-80.14795,15143.0,PA,Sewickley Heights History Center,http://www.sewickleyheightshistory.org,40.54641,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23507
Today,Pittsburgh,5874 Ellsworth Avenue,Mendelson Gallery,Work by Ben Matthews.,-79.92837,15232.0,PA,Sideshow,http://www.mendelsongallery.net,40.45756,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88738
Today,Pittsburgh,5874 Ellsworth Avenue,Mendelson Gallery,Work by Ben Matthews.,-79.92837,15232.0,PA,Sideshow,http://www.mendelsongallery.net,40.45756,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88738
,,,,To educate voters on environmental issues.,,,,Sierra Club,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23355
,,,,To educate voters on environmental issues.,,,,Sierra Club,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23355
,Pittsburgh,4141 Fifth Avenue,Soldiers & Sailors Memorial Hall,Exhibits commemorate local veterans from the Civil War to Operation Desert Storm.,-79.95544,15213.0,PA,Soldiers & Sailors Memorial Hall,http://www.soldiersandsailorshall.org,40.44429,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23508
,Pittsburgh,4141 Fifth Avenue,Soldiers & Sailors Memorial Hall,Exhibits commemorate local veterans from the Civil War to Operation Desert Storm.,-79.95544,15213.0,PA,Soldiers & Sailors Memorial Hall,http://www.soldiersandsailorshall.org,40.44429,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23508
,,,,Tutors needed for after-school homework club. And preschool assistants.,,,,South Hills Interfaith Ministries,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23237
,,,,Tutors needed for after-school homework club. And preschool assistants.,,,,South Hills Interfaith Ministries,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23237
Ongoing.,,,,Non-profit agency which provides quality residential care and life skills training for adults with developmental challenges throughout Allegheny County.,,,,"Southwinds, Inc.",www.southwindsinc.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:39933
Ongoing.,,,,Non-profit agency which provides quality residential care and life skills training for adults with developmental challenges throughout Allegheny County.,,,,"Southwinds, Inc.",www.southwindsinc.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:39933
,Butler,344 South Main Street,Butler Art Center,"Seeking performance artists, musicians or acts for its Friday night performance series.",-79.8954,16001.0,PA,Spirit Cafe,http://www.butlerartcenter.net,40.85765,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:37605
,Butler,344 South Main Street,Butler Art Center,"Seeking performance artists, musicians or acts for its Friday night performance series.",-79.8954,16001.0,PA,Spirit Cafe,http://www.butlerartcenter.net,40.85765,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:37605
,,,,Competitive league play in a variety of sports and skill levels.,,,,Sports Monster,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23334
,,,,Competitive league play in a variety of sports and skill levels.,,,,Sports Monster,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23334
,Pittsburgh,1700 Harpster Street,St. Anthony's Chapel,"Features 5,000 relics of Catholic saints.",-79.98348,15212.0,PA,St. Anthony's Chapel,http://ww.ichrusa.com/saintsalive/anthony.htm,40.46493,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23655
,Pittsburgh,1700 Harpster Street,St. Anthony's Chapel,"Features 5,000 relics of Catholic saints.",-79.98348,15212.0,PA,St. Anthony's Chapel,http://ww.ichrusa.com/saintsalive/anthony.htm,40.46493,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23655
Today,Pittsburgh,4643 Baum Blvd.,The Gallery on Baum,Work by Jane Oksana Popovich & James Guentner.,-79.95182,15213.0,PA,Steel City Stories,http://thegalleryonbaum.com/,40.45404,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88226
Today,Pittsburgh,4643 Baum Blvd.,The Gallery on Baum,Work by Jane Oksana Popovich & James Guentner.,-79.95182,15213.0,PA,Steel City Stories,http://thegalleryonbaum.com/,40.45404,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88226
,,,,African-American ski club with year-round activities.,,,,Steel on Ice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23336
,,,,African-American ski club with year-round activities.,,,,Steel on Ice,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23336
,Pittsburgh,223 3rd Ave.,Double Door Gallery,Art open studio.,-79.9984,15106.0,PA,StudioNights,http://doubledoorgallery.com/,40.44372,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:56686
,Pittsburgh,223 3rd Ave.,Double Door Gallery,Art open studio.,-79.9984,15106.0,PA,StudioNights,http://doubledoorgallery.com/,40.44372,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:56686
,,,,To help with event preparations. Sewickley.,,,,Sweetwater Art Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23238
,,,,To help with event preparations. Sewickley.,,,,Sweetwater Art Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23238
,Sewickley,200 Broad Street,Sweetwater Center for the Arts,"Seeking submissions for self-portrait exhibit, ""Who, Me?"" Submission form at www.sweetwaterartcenter.org",-80.18396,15143.0,PA,Sweetwater Center for the Arts,http://www.sweetwaterartcenter.org,40.5372,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87742
,Sewickley,200 Broad Street,Sweetwater Center for the Arts,"Seeking submissions for self-portrait exhibit, ""Who, Me?"" Submission form at www.sweetwaterartcenter.org",-80.18396,15143.0,PA,Sweetwater Center for the Arts,http://www.sweetwaterartcenter.org,40.5372,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87742
Ongoing.,,,,"Open casting for models and actors 1st Monday of every month. 11:45 AM, 5:45 PM.",,,,The Talent Group,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23170
Ongoing.,,,,"Open casting for models and actors 1st Monday of every month. 11:45 AM, 5:45 PM.",,,,The Talent Group,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23170
,,,,To staff nonprofit store in Squirrel Hill providing income to Third World artisans.,,,,Ten Thousand Villages,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23239
,,,,To staff nonprofit store in Squirrel Hill providing income to Third World artisans.,,,,Ten Thousand Villages,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23239
Today,Pittsburgh,519 E. Ohio St.,Fein Art Gallery,,-79.99993,15212.0,PA,Third Annual Holiday Art Sale,http://www.feinartgallery.com,40.45343,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88457
Today,Pittsburgh,519 E. Ohio St.,Fein Art Gallery,,-79.99993,15212.0,PA,Third Annual Holiday Art Sale,http://www.feinartgallery.com,40.45343,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88457
,,,,,,,,The Thomas Merton Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23241
,,,,,,,,The Thomas Merton Center,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23241
,,,,"Open to boys and girls, kindergarten and up, plus men's senior and post collegiate.",,,,Three Rivers Lacrosse,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23335
,,,,"Open to boys and girls, kindergarten and up, plus men's senior and post collegiate.",,,,Three Rivers Lacrosse,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23335
,Pittsburgh,6300 Fifth Avenue,Pittsburgh Center for the Arts,Presented by Group A.,-79.91967,15232.0,PA,"Touch Me, Please",http://www.pittsburgharts.org,40.45303,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84749
,Pittsburgh,6300 Fifth Avenue,Pittsburgh Center for the Arts,Presented by Group A.,-79.91967,15232.0,PA,"Touch Me, Please",http://www.pittsburgharts.org,40.45303,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84749
Today,Pittsburgh,655 Penn Avenue,Cabaret at Theatre Square,Comedy about a blundering comedy trio.,-80.00062,15222.0,PA,Triple Espresso,http://www.pgharts.org,40.44313,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84000
Today,Pittsburgh,655 Penn Avenue,Cabaret at Theatre Square,Comedy about a blundering comedy trio.,-80.00062,15222.0,PA,Triple Espresso,http://www.pgharts.org,40.44313,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84000
Ongoing.,,,,Currently forming a Pittsburgh chapter.,,,,Twilight Wish Foundation,www.twilightwishfoundation.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:47522
Ongoing.,,,,Currently forming a Pittsburgh chapter.,,,,Twilight Wish Foundation,www.twilightwishfoundation.org,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:47522
,,,,"Cleaning, painting, decorating, stained-glass restoration and more. Highland Park.",,,,Union Project,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23244
,,,,"Cleaning, painting, decorating, stained-glass restoration and more. Highland Park.",,,,Union Project,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23244
Ongoing.,,,,"Looking for Political Activist Volunteers for member mobilization, communication, and strategic political actions. Free t-shirts, food. Downtown.",,,,United Steelworkers Activist Corps,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:36336
Ongoing.,,,,"Looking for Political Activist Volunteers for member mobilization, communication, and strategic political actions. Free t-shirts, food. Downtown.",,,,United Steelworkers Activist Corps,,,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:36336
,Pittsburgh,University of Pittsburgh,Conney M. Kimbo Gallery,,0.0,15213.0,PA,University of Pittsburgh Jazz Exhibit: Memorabilia & Awards from the International Hall of Fame,http://www.pittprogramcouncil.com,0.0,http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:23826
