ticketPhone,title,website,moreInfoLink,from,tickets,latitude,times,to,description,venue,address,city,state,image,zipcode,longitude,email
(916) 455-3400,The Sleeprockers,http://bluelamp.com/rocks/?page_id=63,http://www.sacramento365.com/event/detail/441199999/The_Sleeprockers,04/07/2011,,38.5683281,Thurs 9pm,04/07/2011,"The Sleeprockers:&nbsp;DJs Rated R, Mr.Vibe, Nocturnal, Kwes the Bess, and special guest host Ospis of ARG, live at the Blue Lamp. Come out and experience a DJ night like no other:&nbsp;six turntables,&nbsp;three mixers, live MPC production, and a whole lot of Sleeprocking all in unison! Free give-aways all night from RANE, Wicked Audio, and more.</p>			</p>    			<br><br>",Blue Lamp Lounge,1400 Alhambra,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441199999/dj_nocturnal_medium.png,95816,-121.4671702,info@bluelamp.com
(916) 443-8825,Tony Bataska,http://www.foxandgoose.com/,http://www.sacramento365.com/event/detail/441200833/Tony_Bataska,,No cover,38.5714896,Thurs 8pm,,Enjoy an acoustic performance by singer-songwriter Tony&nbsp;Bataska.</p>			</p>    			<br><br>,Fox & Goose Public House,1001 R St.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441200833/tony_bataska_medium.jpg,95814,-121.4972713,manager@foxandgoose.com
(916) 837-3374,Rough House & Record Club,http://theroughhouse.tumblr.com/,http://www.sacramento365.com/event/detail/441084967/Rough_House_Record_Club,,,38.5701432,Fridays 9pm,,"F*ck Fridays has been reborn into two parties--The Rough House &amp;&nbsp;Record Club. You'll still enjoy two floors of debauchery, drinking, dancing, and euphoria every Friday night! Themed parties, live performances from world class DJs and bands, and total insanity.</p> <p>The Rough House is downstairs with resident DJs: Shaun Slaughter (D.A.M.B/Lipstick/Golden&nbsp;Bear Thursdays), Adam J, and&nbsp;Taylor spinning weirdo house, hyper techno,&nbsp;and indie dance and bass on a laser-lit, strobe-kissed, LED brightened dance floor.</p> <p>Upstairs is Record Club, featuring Roger Carpio (Record Club/Lipstick) spinning indie rock &amp; pop and&nbsp;alternative classics with a side of soul.</p> <p>Themed evenings curated by Busted. Amazing sound and lighting by the X-GVNR. Door by Missy Mark.</p>			</p>    			<br><br>",TownHouse Lounge,1517 21st Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441084967/rough_house_medium.jpg,95814,-121.481122,shaunfromlipstick@gmail.com
(916) 443-8815,Blackeyed Dempseys & Tater Famine,http://www.facebook.com/pages/The-Distillery-Sacramento/123799270994632,http://www.sacramento365.com/event/detail/441130173/Blackeyed_Dempseys_Tater_Famine_,04/08/2011,,38.574325,Fri 10pm,04/08/2011,Blackeyed Dempseys flawlessly blend the Irish tradition with power-packed pub punk. Their shows are a rocking Celtic explosions featuring musical fireworks and first rate performances.</p> <p>Also playing:<br> Tater Famine</p>			</p>    			<br><br>,The Distillery,2109 L street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441130173/blackeyed_dempseys_medium.jpg,95816,-121.478913,
(916) 441-4693,Cash'd Out: Johnny Cash Tribute Band,http://harlows.com/live-music,http://www.sacramento365.com/event/detail/441153017/Cashd_Out_Johnny_Cash_Tribute_Band,04/08/2011,,38.573737,Fri 7pm,04/08/2011,"Cash'd Out is the premier Johnny Cash tribute band in the world, bar none. They are the only tribute band endorsed by and linked to the official Johnny Cash website. Cash'd Out live shows respectfully reference the late, great Man in Black's early Columbia era and Sun Records sound, combined with the energy of the classic multi-platinum live recordings from Folsom Prison and San Quentin.</p>			</p>    			<br><br>",Harlow's,2708 J Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441153017/cashd_out_medium.jpg,95816,-121.470146,
(916) 443-9751,Rademacher & Pets,http://www.theoldironsides.com/calendar/calendar.pl,http://www.sacramento365.com/event/detail/441181057/Rademacher_Pets,04/08/2011,,38.5703865,Fri 9pm,04/08/2011,"Rademacher is an indie rock band from Fresno, California. They have toured the West Coast with bands including Silversun Pickups, The Joggers, Earlimart, and Man Man. They released three EPs between 2004 and 2006, as well as their first full-length album in December 2007.</p> <p>Allison Jones and Derek Fieth formed the duo known as Pets in the summer of 2003. Since their inception, they've amassed a sizeable loyal following due to their energetic live shows, and shared the stage with such notable, national acts as The Gossip, Matt &amp; Kim, Dead Meadow, and Spindrift.</p>			</p>    			<br><br>",Old Ironsides,1901 10th Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441181057/rademacher_medium.jpg,95814,-121.4977392,
(530) 756-8763,2nd Friday ArtAbout,http://davisdowntown.com/events/2nd-friday-artabout,http://www.sacramento365.com/event/detail/441197567/2nd_Friday_ArtAbout,04/08/2011,Free,38.543523,Fri 5:30pm~9pm,04/08/2011,"2nd Friday ArtAbout is a monthly evening of art viewing and artists&rsquo; receptions at galleries and businesses in Downtown Davis and beyond. All events are free and open to the public--many include a chance to meet and greet featured artists, enjoy refreshments, live music, art demos, and more. This month there are 25 participating venues with outdoor modern dance performances around Downtown as well.</p> <p>To get a schedule, which changes every 2nd Friday, visit here, or e-mail the address below. Also, download a map.</p>			</p>    			<br><br>",Downtown Davis,212 D Street,Davis,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441197567/artaboutlogosmall_medium.jpg,95616,-121.742141,
(916) 443-2797,Jackie Greene,http://www.torchclub.net/cal,http://www.sacramento365.com/event/detail/441197807/Jackie_Greene,,,38.579415,Thurs &amp;&nbsp;Fri 5pm-7:30pm,,"Discovered at an open mike night, singer/songwriter Jackie Greene is a captivating performer who works well in simple, sparse environments. A multi-instrumentalist, Greene played most of the instruments on his debut record, Gone Wanderin'. A soulful bit of roots music, the album brought him to a national audience and sprung him into a college tour during the fall of 2002. Rusty Nails, a collection of material from 2001, was released by Dig Records in 2003, followed by the live-in-the-studio DVD video Broken Hearts Dusty Roads in 2004. Sweet Somewhere Bound appeared on Dig later that same year, and was licensed to Verve Records, which reissued it in 2005. His first proper album for Verve, American Myth, appeared in 2006. In 2008, Greene released Giving Up the Ghost, his first album for 429 Records. The pop-infused but still heartfelt Till the Light Comes followed in 2010.</p>			</p>    			<br><br>",Torch Club,904 15th Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441197807/jackie_greene2_medium.jpg,95814,-121.486433,
(916) 443-9751,Mercy Me!,http://www.torchclub.net/cal,http://www.sacramento365.com/event/detail/441197819/Mercy_Me,04/08/2011,,38.579415,Fri&nbsp;9pm,04/08/2011,"Mercy Me! is a band worth listening to--they pride themselves on being an ethically diverse group. Their years of talent and expertise are combined to form a unique, funky, bluesy, and exciting band, pleasing a wide fan base and gaining new fans everywhere they perform.</p>			</p>    			<br><br>",Torch Club,904 15th Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441197819/mercy_me_medium.jpg,95814,-121.486433,
(916) 446-4361,Bitch & The Chick P's,http://www.marilynsonk.com/events.htm,http://www.sacramento365.com/event/detail/441199923/Bitch_The_Chick_Ps,04/08/2011,,38.5794328,Fri 8pm,04/08/2011,"Armed with an electric violin, a ukulele, and a bass guitar, Bitch (formerly of Bitch and Animal), is on the road and rampage again with a fistful of new songs from her upcoming debut solo release, Make this/Break this. She is an entertainer and songwriter who has pulled audiences to their feet worldwide with her politically charged and personally wrenched lyrics, her atypical instrumentation, minimalist sound, and wildly dramatic stage persona.</p> <p>What makes a band demand your attention&hellip;ignite, excite, and draw you in? Is it heart-breaking harmonies? Stand-out vocals? Emotion drenched lyrics? High-energy performances? Screaming guitar solos? Rocking originals and covers that force you to get up and dance? The Chick P&rsquo;s bring all of this and more. A fun, spirited, rock and blues band made up of four chicks and a guy named Guy, the band&rsquo;s guitar muse. They are pound for pound, a contagiously fun, feel-good band!</p>			</p>    			<br><br>",Marilyn's on K,908 K Street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441199923/bitch_medium.jpg,95814,-121.4948275,
(916) 455-3400,MonoMyth Inception & Truth of Mars,http://bluelamp.com/rocks/?page_id=63,http://www.sacramento365.com/event/detail/441200011/MonoMyth_Inception_Truth_of_Mars,04/08/2011,,38.5683281,Fri&nbsp;9pm,04/08/2011,"MonoMyth Inception has collaborated their styles and diverse musical backgrounds into a modern rock sound. Straight outta Sacramento, they continue to mold their style into a fun, party type of music with elements of highs and lows. MonoMyth Inception is on a musical journey to excellence, paving the road with fun and collaboration.</p> <p>Truth of Mars is a blend of alternative, pop, and rock music. Their exploration of melody provides compositions that sound like U2, Radiohead, and Sonic Youth.</p> <p>Also performing:<br> Jay Shaner</p>			</p>    			<br><br>",Blue Lamp Lounge,1400 Alhambra,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441200011/monomyth_inception_medium.jpg,95816,-121.4671702,info@bluelamp.com
(916) 443-8825,Anthony Cavazos Lovelorn Duo,http://www.foxandgoose.com/,http://www.sacramento365.com/event/detail/441200819/Anthony_Cavazos_Lovelorn_Duo,,$5,38.5714896,Fri 9pm,,Anthony Cavazos is a singer-songwriter in San Francisco.</p>			</p>    			<br><br>,Fox & Goose Public House,1001 R St.,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441200819/anthony_cavazos_medium.jpg,95814,-121.4972713,manager@foxandgoose.com
(916) 443-8815,"Drastic Actions, Get Shot!, Kill Devil, The Number 13",http://www.facebook.com/pages/The-Distillery-Sacramento/123799270994632,http://www.sacramento365.com/event/detail/441130175/Drastic_Actions_Get_Shot_Kill_Devil_The_Number_13_,04/09/2011,,38.574325,Sat 10pm,04/09/2011,Drastic&nbsp;Actions is an '80s hardcore punk band from Sacramento.</p> <p>Also playing:<br> Get Shot!<br> Kill Devil<br> The Number 13</p>			</p>    			<br><br>,The Distillery,2109 L street,Sacramento,CA,http://www.sacramento365.com/sites/sacramento365.com/images/event/441130175/drastic_actions_medium.jpg,95816,-121.478913,
